Leader,Follower,ShiftDays,Correlation,Direction
ORCL,AAPL,5,0.3134818532613867,ORCL→AAPL
AAPL,ABBV,5,0.30115546875720983,AAPL→ABBV
ABBV,AAPL,5,0.36849484666965265,ABBV→AAPL
AAPL,DIS,5,0.30410087075542575,AAPL→DIS
DIS,AAPL,5,0.15696126383604397,DIS→AAPL
AAPL,CVX,5,0.4502820819362737,AAPL→CVX
CVX,AAPL,5,0.43686110439287945,CVX→AAPL
AAPL,ADBE,5,0.1754147721407869,AAPL→ADBE
ADBE,AAPL,5,0.182732674179014,ADBE→AAPL
AAPL,MCD,5,-0.2526902278067007,AAPL→MCD
MCD,AAPL,5,-0.24947804962256448,MCD→AAPL
AAPL,DHR,5,0.3854720888475231,AAPL→DHR
DHR,AAPL,5,0.4839387877908747,DHR→AAPL
AAPL,CSCO,5,0.16411464213331078,AAPL→CSCO
NFLX,AAPL,5,-0.31221383296051164,NFLX→AAPL
AAPL,CRM,5,0.24831138877817355,AAPL→CRM
CRM,AAPL,5,0.2665064024907553,CRM→AAPL
LIN,AAPL,5,-0.2634779174536156,LIN→AAPL
AAPL,ABT,5,-0.25566007642804034,AAPL→ABT
ABT,AAPL,5,-0.30519356224119615,ABT→AAPL
AAPL,NKE,5,0.5850805170354478,AAPL→NKE
NKE,AAPL,5,0.5294069920227342,NKE→AAPL
AAPL,TMO,5,0.6327156757961584,AAPL→TMO
TMO,AAPL,5,0.7564039246702929,TMO→AAPL
AAPL,INTC,5,0.5452570009943178,AAPL→INTC
INTC,AAPL,5,0.5094219626440869,INTC→AAPL
AAPL,WMT,5,0.33240819269160016,AAPL→WMT
WMT,AAPL,5,0.13542343590902367,WMT→AAPL
UPS,AAPL,5,0.20326546934269396,UPS→AAPL
HON,AAPL,5,-0.12819625466330906,HON→AAPL
AAPL,NEE,5,0.4464649845228462,AAPL→NEE
NEE,AAPL,5,0.44892871902117715,NEE→AAPL
AAPL,PM,5,-0.4457202567402097,AAPL→PM
PM,AAPL,5,-0.5535495733575965,PM→AAPL
AAPL,AMGN,5,-0.18275046421637758,AAPL→AMGN
AAPL,AMD,5,0.5260663053863845,AAPL→AMD
AMD,AAPL,5,0.39286699284665216,AMD→AAPL
AAPL,QCOM,5,0.5878957597827812,AAPL→QCOM
QCOM,AAPL,5,0.5368015695188713,QCOM→AAPL
AAPL,LOW,5,0.7058701687534631,AAPL→LOW
LOW,AAPL,5,0.5806037929732893,LOW→AAPL
AAPL,CAT,5,0.6324866078910056,AAPL→CAT
CAT,AAPL,5,0.4842263564392491,CAT→AAPL
AAPL,MS,5,0.5518083214269364,AAPL→MS
MS,AAPL,5,0.35646639121155527,MS→AAPL
AAPL,AMT,5,-0.6990102068834145,AAPL→AMT
AMT,AAPL,5,-0.7546396310655753,AMT→AAPL
AAPL,INTU,5,-0.2036309001199547,AAPL→INTU
INTU,AAPL,5,-0.3705498893438106,INTU→AAPL
AAPL,DE,5,-0.38771264177378983,AAPL→DE
DE,AAPL,5,-0.5176920687345767,DE→AAPL
AAPL,GS,5,0.46286489264677627,AAPL→GS
GS,AAPL,5,0.2763049179530475,GS→AAPL
SPGI,AAPL,5,-0.1327935102729604,SPGI→AAPL
AAPL,RTX,5,0.14242692135603785,AAPL→RTX
AAPL,BLK,5,0.5664394167077784,AAPL→BLK
BLK,AAPL,5,0.3798156172489722,BLK→AAPL
AAPL,ISRG,5,-0.1765238963376757,AAPL→ISRG
AAPL,PLD,5,0.551814023674749,AAPL→PLD
PLD,AAPL,5,0.547787116440977,PLD→AAPL
AAPL,NOW,5,0.2555975103229776,AAPL→NOW
NOW,AAPL,5,0.14625202037549828,NOW→AAPL
AAPL,MDT,5,0.2980062143853079,AAPL→MDT
MDT,AAPL,5,0.26882637754615357,MDT→AAPL
AAPL,GE,5,0.16181710588898884,AAPL→GE
AAPL,ADI,5,0.3815182720533468,AAPL→ADI
ADI,AAPL,5,0.27866441435642286,ADI→AAPL
AAPL,ELV,5,-0.33375961885248134,AAPL→ELV
ELV,AAPL,5,-0.15179251533599974,ELV→AAPL
BKNG,AAPL,5,-0.14705387498826017,BKNG→AAPL
AAPL,C,5,0.4113054823271621,AAPL→C
C,AAPL,5,0.2508114741086578,C→AAPL
AAPL,LRCX,5,0.462358729923402,AAPL→LRCX
LRCX,AAPL,5,0.36389314137005946,LRCX→AAPL
AAPL,ADP,5,-0.468180137642758,AAPL→ADP
ADP,AAPL,5,-0.5301134292518374,ADP→AAPL
AAPL,REGN,5,0.34973881103328347,AAPL→REGN
REGN,AAPL,5,0.48333928418212246,REGN→AAPL
AAPL,MDLZ,5,-0.6173636748979972,AAPL→MDLZ
MDLZ,AAPL,5,-0.6214024793847034,MDLZ→AAPL
AAPL,TMUS,5,-0.23669825981649192,AAPL→TMUS
TMUS,AAPL,5,-0.2617268444483566,TMUS→AAPL
AAPL,T,5,-0.2852941493838093,AAPL→T
T,AAPL,5,-0.39656002678991426,T→AAPL
AAPL,CB,5,-0.5051393237232715,AAPL→CB
CB,AAPL,5,-0.3622241164027454,CB→AAPL
AAPL,SCHW,5,0.13146995765056368,AAPL→SCHW
AAPL,PGR,5,-0.6674955943420119,AAPL→PGR
PGR,AAPL,5,-0.5588435194221144,PGR→AAPL
AAPL,AXP,5,0.5870586177601415,AAPL→AXP
AXP,AAPL,5,0.4264950337307578,AXP→AAPL
AAPL,CL,5,-0.5355180998464854,AAPL→CL
CL,AAPL,5,-0.4737671537708277,CL→AAPL
AAPL,EOG,5,0.20588723288078867,AAPL→EOG
EOG,AAPL,5,0.17701811634610085,EOG→AAPL
AAPL,USB,5,0.7040236405486254,AAPL→USB
USB,AAPL,5,0.5470888612436401,USB→AAPL
AAPL,TGT,5,0.2673347658504484,AAPL→TGT
TGT,AAPL,5,0.32036602736789227,TGT→AAPL
AAPL,PNC,5,0.6494870993614487,AAPL→PNC
PNC,AAPL,5,0.4583203499818612,PNC→AAPL
AAPL,MMC,5,-0.5322763365282316,AAPL→MMC
MMC,AAPL,5,-0.36719188764790783,MMC→AAPL
AAPL,FIS,5,-0.269117327083755,AAPL→FIS
FIS,AAPL,5,-0.34083301038388325,FIS→AAPL
AAPL,BDX,5,0.318801547736534,AAPL→BDX
BDX,AAPL,5,0.4633295104267756,BDX→AAPL
AAPL,CME,5,-0.38729646299197024,AAPL→CME
CME,AAPL,5,-0.45163833304265216,CME→AAPL
AAPL,ITW,5,0.5883840800710963,AAPL→ITW
ITW,AAPL,5,0.4258004114928842,ITW→AAPL
AAPL,GM,5,0.6458319638942551,AAPL→GM
GM,AAPL,5,0.4972464297037755,GM→AAPL
AAPL,CSX,5,0.560256085560443,AAPL→CSX
CSX,AAPL,5,0.3921185655947154,CSX→AAPL
AAPL,NSC,5,0.5273309677534493,AAPL→NSC
NSC,AAPL,5,0.3196753347660492,NSC→AAPL
AAPL,EMR,5,0.39024219008095434,AAPL→EMR
EMR,AAPL,5,0.19676570101022625,EMR→AAPL
AAPL,COF,5,0.32598785176192707,AAPL→COF
AAPL,FDX,5,0.512749107754273,AAPL→FDX
FDX,AAPL,5,0.5474077095741148,FDX→AAPL
MSFT,GOOGL,5,0.6437110468732578,MSFT→GOOGL
GOOGL,MSFT,5,0.7344212996252559,GOOGL→MSFT
MSFT,AMZN,5,0.5109517752273901,MSFT→AMZN
AMZN,MSFT,5,0.6379118750984677,AMZN→MSFT
MSFT,NVDA,5,0.88251355397501,MSFT→NVDA
NVDA,MSFT,5,0.9302863345233359,NVDA→MSFT
MSFT,META,5,0.768804053946776,MSFT→META
META,MSFT,5,0.855041233778225,META→MSFT
MSFT,TSLA,5,0.4074736203679256,MSFT→TSLA
TSLA,MSFT,5,0.4912375598126751,TSLA→MSFT
MSFT,JPM,5,0.8507519141965684,MSFT→JPM
JPM,MSFT,5,0.8831910880053666,JPM→MSFT
MSFT,UNH,5,-0.8092596552223629,MSFT→UNH
UNH,MSFT,5,-0.7530524047112928,UNH→MSFT
MSFT,V,5,0.3727338975667934,MSFT→V
V,MSFT,5,0.3553785411422205,V→MSFT
MSFT,HD,5,0.23150049215059923,MSFT→HD
HD,MSFT,5,0.3238581168091112,HD→MSFT
MSFT,PG,5,-0.7293123564999094,MSFT→PG
PG,MSFT,5,-0.7021597466210955,PG→MSFT
MSFT,MA,5,0.6306832080659787,MSFT→MA
MA,MSFT,5,0.6611438881799725,MA→MSFT
MSFT,LLY,5,-0.43055514275893886,MSFT→LLY
LLY,MSFT,5,-0.4080826374993152,LLY→MSFT
MSFT,AVGO,5,0.8644585547182481,MSFT→AVGO
AVGO,MSFT,5,0.9032984439967806,AVGO→MSFT
MSFT,XOM,5,0.19953946601904923,MSFT→XOM
XOM,MSFT,5,0.25774840488879464,XOM→MSFT
MSFT,PEP,5,-0.26744436779469666,MSFT→PEP
MSFT,KO,5,0.21037792519190604,MSFT→KO
KO,MSFT,5,0.13733506269841378,KO→MSFT
PFE,MSFT,5,0.29088619063454557,PFE→MSFT
MSFT,MRK,5,-0.3938485406301289,MSFT→MRK
MRK,MSFT,5,-0.27410334700228534,MRK→MSFT
MSFT,ORCL,5,0.8532174861986451,MSFT→ORCL
ORCL,MSFT,5,0.8894769003483695,ORCL→MSFT
MSFT,ABBV,5,0.4378520377095261,MSFT→ABBV
ABBV,MSFT,5,0.5160499007461161,ABBV→MSFT
MSFT,DIS,5,0.6856509681600202,MSFT→DIS
DIS,MSFT,5,0.7418245849443643,DIS→MSFT
MSFT,CVX,5,0.18820614417531678,MSFT→CVX
CVX,MSFT,5,0.319543606033248,CVX→MSFT
MSFT,ADBE,5,-0.5017709689680743,MSFT→ADBE
ADBE,MSFT,5,-0.4861111767364121,ADBE→MSFT
MSFT,MCD,5,0.1489412171116258,MSFT→MCD
MSFT,ACN,5,-0.6977138878269395,MSFT→ACN
ACN,MSFT,5,-0.6624682422390934,ACN→MSFT
MSFT,DHR,5,-0.30299309747922726,MSFT→DHR
DHR,MSFT,5,-0.19342737690566367,DHR→MSFT
MSFT,CSCO,5,0.8182586441905799,MSFT→CSCO
CSCO,MSFT,5,0.8707804005552454,CSCO→MSFT
MSFT,NFLX,5,0.7969128687013852,MSFT→NFLX
NFLX,MSFT,5,0.7323372090921921,NFLX→MSFT
MSFT,CRM,5,-0.5309160093681417,MSFT→CRM
CRM,MSFT,5,-0.48730267848971204,CRM→MSFT
MSFT,LIN,5,0.5541087100145885,MSFT→LIN
LIN,MSFT,5,0.5302290612083108,LIN→MSFT
MSFT,ABT,5,0.3519787253279575,MSFT→ABT
ABT,MSFT,5,0.3264387758529759,ABT→MSFT
MSFT,TXN,5,0.36304653150500704,MSFT→TXN
TXN,MSFT,5,0.403312093448303,TXN→MSFT
MSFT,NKE,5,0.16133239230607102,MSFT→NKE
NKE,MSFT,5,0.3348717391364654,NKE→MSFT
MSFT,TMO,5,-0.3313480288631277,MSFT→TMO
MSFT,INTC,5,0.4252122310569141,MSFT→INTC
INTC,MSFT,5,0.4842268458795058,INTC→MSFT
MSFT,WMT,5,0.6599513537259578,MSFT→WMT
WMT,MSFT,5,0.673313410068533,WMT→MSFT
MSFT,UPS,5,-0.6380859883816387,MSFT→UPS
UPS,MSFT,5,-0.5935305945125506,UPS→MSFT
MSFT,HON,5,0.3898295375175634,MSFT→HON
HON,MSFT,5,0.3677123602931735,HON→MSFT
MSFT,NEE,5,0.5120031589262686,MSFT→NEE
NEE,MSFT,5,0.610560916644961,NEE→MSFT
MSFT,PM,5,0.5291409255643784,MSFT→PM
PM,MSFT,5,0.4171238747476488,PM→MSFT
MSFT,AMD,5,0.77305547162062,MSFT→AMD
AMD,MSFT,5,0.8155076782234899,AMD→MSFT
MSFT,QCOM,5,0.2234849744280075,MSFT→QCOM
QCOM,MSFT,5,0.3846757167399453,QCOM→MSFT
LOW,MSFT,5,0.17257616708201634,LOW→MSFT
MSFT,CAT,5,0.7726480903614963,MSFT→CAT
CAT,MSFT,5,0.8228722747318117,CAT→MSFT
MSFT,IBM,5,0.5841440438573741,MSFT→IBM
IBM,MSFT,5,0.5701847126029378,IBM→MSFT
MSFT,MS,5,0.811796343357843,MSFT→MS
MS,MSFT,5,0.8687218035358105,MS→MSFT
MSFT,AMT,5,0.1865156353646006,MSFT→AMT
MSFT,INTU,5,0.7613967614614378,MSFT→INTU
INTU,MSFT,5,0.683426550756792,INTU→MSFT
MSFT,DE,5,0.4563968755532134,MSFT→DE
DE,MSFT,5,0.39356236116731697,DE→MSFT
MSFT,GS,5,0.8497819780043626,MSFT→GS
GS,MSFT,5,0.9036655134247814,GS→MSFT
MSFT,SPGI,5,0.4280975235051815,MSFT→SPGI
SPGI,MSFT,5,0.452989805780772,SPGI→MSFT
MSFT,RTX,5,0.8229626127957042,MSFT→RTX
RTX,MSFT,5,0.8347791942717789,RTX→MSFT
MSFT,BLK,5,0.8170920556838116,MSFT→BLK
BLK,MSFT,5,0.9027535868524289,BLK→MSFT
MSFT,ISRG,5,-0.4916043270157142,MSFT→ISRG
ISRG,MSFT,5,-0.471648264873121,ISRG→MSFT
PLD,MSFT,5,0.27249457276719063,PLD→MSFT
MSFT,MDT,5,0.49617970758139396,MSFT→MDT
MDT,MSFT,5,0.5969324465907326,MDT→MSFT
MSFT,GE,5,0.85592000800316,MSFT→GE
GE,MSFT,5,0.8583454969135424,GE→MSFT
MSFT,ADI,5,0.7435836761635614,MSFT→ADI
ADI,MSFT,5,0.8106125183239515,ADI→MSFT
MSFT,SYK,5,0.39131321687735315,MSFT→SYK
SYK,MSFT,5,0.38479381125999,SYK→MSFT
MSFT,ELV,5,-0.8344002280623694,MSFT→ELV
ELV,MSFT,5,-0.8826653493947502,ELV→MSFT
MSFT,BKNG,5,0.8584561974342161,MSFT→BKNG
BKNG,MSFT,5,0.7971996342794714,BKNG→MSFT
MSFT,GILD,5,0.5266355833212809,MSFT→GILD
GILD,MSFT,5,0.569615634691856,GILD→MSFT
MSFT,C,5,0.8351720446236981,MSFT→C
C,MSFT,5,0.8921556518383467,C→MSFT
MSFT,CVS,5,0.4814378301136073,MSFT→CVS
CVS,MSFT,5,0.46030730959657884,CVS→MSFT
MSFT,LRCX,5,0.7975658955985102,MSFT→LRCX
LRCX,MSFT,5,0.813277573589209,LRCX→MSFT
MSFT,ADP,5,0.1283431331630462,MSFT→ADP
MSFT,REGN,5,-0.5722608037977782,MSFT→REGN
REGN,MSFT,5,-0.4967092545370161,REGN→MSFT
MSFT,MO,5,0.7493925196209332,MSFT→MO
MO,MSFT,5,0.7361788052103845,MO→MSFT
MSFT,MDLZ,5,0.1505115003521485,MSFT→MDLZ
MSFT,TMUS,5,-0.30364388738323134,MSFT→TMUS
TMUS,MSFT,5,-0.3122774445796723,TMUS→MSFT
MSFT,T,5,0.5140757741593571,MSFT→T
T,MSFT,5,0.4530341277176854,T→MSFT
MSFT,CB,5,-0.1840516720103869,MSFT→CB
CB,MSFT,5,-0.25179428666261167,CB→MSFT
MSFT,SCHW,5,0.8953752946300843,MSFT→SCHW
SCHW,MSFT,5,0.8872915391280833,SCHW→MSFT
MSFT,SO,5,0.6558729363079019,MSFT→SO
SO,MSFT,5,0.628807214511851,SO→MSFT
MSFT,PGR,5,-0.4479370046823152,MSFT→PGR
PGR,MSFT,5,-0.5855669262144535,PGR→MSFT
MSFT,AXP,5,0.7179696636683642,MSFT→AXP
AXP,MSFT,5,0.7741336714053088,AXP→MSFT
MSFT,ZTS,5,-0.5393043117466593,MSFT→ZTS
ZTS,MSFT,5,-0.520605873458021,ZTS→MSFT
MSFT,CL,5,-0.6157888323149917,MSFT→CL
CL,MSFT,5,-0.6885277304251565,CL→MSFT
MSFT,DUK,5,0.570482017553538,MSFT→DUK
DUK,MSFT,5,0.5475056926411389,DUK→MSFT
MSFT,EOG,5,-0.2834569223848911,MSFT→EOG
EOG,MSFT,5,-0.22797850190627747,EOG→MSFT
MSFT,USB,5,0.4096215768752574,MSFT→USB
USB,MSFT,5,0.49642990859132097,USB→MSFT
MSFT,TGT,5,-0.48173469394510143,MSFT→TGT
TGT,MSFT,5,-0.3804301467579623,TGT→MSFT
MSFT,PNC,5,0.4477319669338541,MSFT→PNC
PNC,MSFT,5,0.5345315408532687,PNC→MSFT
MSFT,MMC,5,-0.7592472905434455,MSFT→MMC
MMC,MSFT,5,-0.7802221565307552,MMC→MSFT
MSFT,FIS,5,-0.1824718125699554,MSFT→FIS
FIS,MSFT,5,-0.27307568805429383,FIS→MSFT
MSFT,BDX,5,-0.7080193979448681,MSFT→BDX
BDX,MSFT,5,-0.5535329716667926,BDX→MSFT
MSFT,CME,5,0.5497172381433888,MSFT→CME
CME,MSFT,5,0.4635397268385189,CME→MSFT
MSFT,ITW,5,0.2720449258998875,MSFT→ITW
ITW,MSFT,5,0.35397248114830654,ITW→MSFT
MSFT,GM,5,0.6395606993189106,MSFT→GM
GM,MSFT,5,0.6878457859987926,GM→MSFT
MSFT,CSX,5,0.6096239618483116,MSFT→CSX
CSX,MSFT,5,0.7038035591428548,CSX→MSFT
MSFT,NSC,5,0.7901207820260476,MSFT→NSC
NSC,MSFT,5,0.8500491150431705,NSC→MSFT
MSFT,AON,5,-0.5983479089356395,MSFT→AON
AON,MSFT,5,-0.49684174778121754,AON→MSFT
MSFT,EMR,5,0.7520776329377864,MSFT→EMR
EMR,MSFT,5,0.8028002652398972,EMR→MSFT
MSFT,COF,5,0.8204595867509733,MSFT→COF
COF,MSFT,5,0.8606943895627687,COF→MSFT
MSFT,FDX,5,-0.3095643676958982,MSFT→FDX
FDX,MSFT,5,-0.1959084307966116,FDX→MSFT
GOOGL,AMZN,5,0.6211386082171793,GOOGL→AMZN
AMZN,GOOGL,5,0.5835001268458158,AMZN→GOOGL
GOOGL,NVDA,5,0.8127105686793281,GOOGL→NVDA
NVDA,GOOGL,5,0.7538182483360253,NVDA→GOOGL
GOOGL,META,5,0.6727240943236716,GOOGL→META
META,GOOGL,5,0.6568741349710702,META→GOOGL
GOOGL,TSLA,5,0.6873621077940102,GOOGL→TSLA
TSLA,GOOGL,5,0.7250630460563828,TSLA→GOOGL
GOOGL,JPM,5,0.7530040076195518,GOOGL→JPM
JPM,GOOGL,5,0.7380631297357018,JPM→GOOGL
GOOGL,UNH,5,-0.3767472675748131,GOOGL→UNH
UNH,GOOGL,5,-0.268076256350433,UNH→GOOGL
GOOGL,HD,5,0.5969859530622827,GOOGL→HD
HD,GOOGL,5,0.5484397122939161,HD→GOOGL
GOOGL,PG,5,-0.6014198422595479,GOOGL→PG
PG,GOOGL,5,-0.5699543407628611,PG→GOOGL
GOOGL,MA,5,0.459036289860828,GOOGL→MA
MA,GOOGL,5,0.4338175079963512,MA→GOOGL
GOOGL,LLY,5,-0.22492200218574268,GOOGL→LLY
GOOGL,AVGO,5,0.8507014230815222,GOOGL→AVGO
AVGO,GOOGL,5,0.8135968419294605,AVGO→GOOGL
GOOGL,XOM,5,0.29616912142396074,GOOGL→XOM
XOM,GOOGL,5,0.38288985806883036,XOM→GOOGL
GOOGL,COST,5,-0.2457460326904612,GOOGL→COST
COST,GOOGL,5,-0.28795700684830144,COST→GOOGL
GOOGL,PEP,5,0.17365674828313069,GOOGL→PEP
PEP,GOOGL,5,0.2611839984933095,PEP→GOOGL
GOOGL,KO,5,-0.1715335574868722,GOOGL→KO
KO,GOOGL,5,-0.1688474780216158,KO→GOOGL
GOOGL,PFE,5,0.3558690001879479,GOOGL→PFE
PFE,GOOGL,5,0.4642547698357375,PFE→GOOGL
GOOGL,ORCL,5,0.850716714490843,GOOGL→ORCL
ORCL,GOOGL,5,0.8294385234792991,ORCL→GOOGL
GOOGL,ABBV,5,0.609117685442551,GOOGL→ABBV
ABBV,GOOGL,5,0.6929898191839122,ABBV→GOOGL
GOOGL,DIS,5,0.4789085213111114,GOOGL→DIS
DIS,GOOGL,5,0.4038954685163509,DIS→GOOGL
GOOGL,CVX,5,0.4384572869398144,GOOGL→CVX
CVX,GOOGL,5,0.5022936415674608,CVX→GOOGL
GOOGL,ADBE,5,-0.3761231076078645,GOOGL→ADBE
ADBE,GOOGL,5,-0.34754468756104206,ADBE→GOOGL
GOOGL,ACN,5,-0.5639617648023962,GOOGL→ACN
ACN,GOOGL,5,-0.48608980445873723,ACN→GOOGL
GOOGL,CSCO,5,0.6224329880133491,GOOGL→CSCO
CSCO,GOOGL,5,0.6157161777475026,CSCO→GOOGL
GOOGL,NFLX,5,0.4288554279761742,GOOGL→NFLX
NFLX,GOOGL,5,0.31880271835608925,NFLX→GOOGL
GOOGL,CRM,5,-0.310621672194364,GOOGL→CRM
CRM,GOOGL,5,-0.2799372540099324,CRM→GOOGL
GOOGL,LIN,5,0.307294231190803,GOOGL→LIN
LIN,GOOGL,5,0.24129869825043782,LIN→GOOGL
GOOGL,ABT,5,0.14682800101308688,GOOGL→ABT
ABT,GOOGL,5,0.16493045227633257,ABT→GOOGL
GOOGL,TXN,5,0.13393925806784251,GOOGL→TXN
GOOGL,NKE,5,0.36659617954976753,GOOGL→NKE
NKE,GOOGL,5,0.3503949960413134,NKE→GOOGL
GOOGL,TMO,5,0.24557905096236415,GOOGL→TMO
TMO,GOOGL,5,0.4123506021374686,TMO→GOOGL
GOOGL,INTC,5,0.6691557870566583,GOOGL→INTC
INTC,GOOGL,5,0.7663226728740529,INTC→GOOGL
GOOGL,WMT,5,0.6247436961849008,GOOGL→WMT
WMT,GOOGL,5,0.6394735217942453,WMT→GOOGL
GOOGL,UPS,5,-0.4495546055233073,GOOGL→UPS
UPS,GOOGL,5,-0.3978365768653335,UPS→GOOGL
GOOGL,NEE,5,0.5761446774079547,GOOGL→NEE
NEE,GOOGL,5,0.6322610139450826,NEE→GOOGL
GOOGL,AMD,5,0.8000572271839654,GOOGL→AMD
AMD,GOOGL,5,0.7688956805247993,AMD→GOOGL
GOOGL,QCOM,5,0.5156286044297749,GOOGL→QCOM
QCOM,GOOGL,5,0.6541445499436493,QCOM→GOOGL
GOOGL,LOW,5,0.48281089796089266,GOOGL→LOW
LOW,GOOGL,5,0.46369674256645627,LOW→GOOGL
GOOGL,CAT,5,0.8778666177773904,GOOGL→CAT
CAT,GOOGL,5,0.8607147561678485,CAT→GOOGL
GOOGL,IBM,5,0.30999922740732117,GOOGL→IBM
IBM,GOOGL,5,0.3888892839250896,IBM→GOOGL
GOOGL,MS,5,0.8563715251252494,GOOGL→MS
MS,GOOGL,5,0.8530975182454147,MS→GOOGL
GOOGL,AMT,5,-0.39704454126964617,GOOGL→AMT
AMT,GOOGL,5,-0.5039189683991538,AMT→GOOGL
GOOGL,INTU,5,0.19958179319904368,GOOGL→INTU
GOOGL,GS,5,0.8349292390442633,GOOGL→GS
GS,GOOGL,5,0.8173259305122357,GS→GOOGL
GOOGL,SPGI,5,0.20768262691132033,GOOGL→SPGI
GOOGL,RTX,5,0.6826715824278624,GOOGL→RTX
RTX,GOOGL,5,0.6767850106699621,RTX→GOOGL
GOOGL,BLK,5,0.8426945551638373,GOOGL→BLK
BLK,GOOGL,5,0.7855083738862632,BLK→GOOGL
GOOGL,ISRG,5,-0.5635908631721382,GOOGL→ISRG
ISRG,GOOGL,5,-0.44279218575851337,ISRG→GOOGL
GOOGL,PLD,5,0.44599397939484886,GOOGL→PLD
PLD,GOOGL,5,0.6052430396575571,PLD→GOOGL
GOOGL,MDT,5,0.6277312124220784,GOOGL→MDT
MDT,GOOGL,5,0.6840108244540851,MDT→GOOGL
GOOGL,GE,5,0.698767575862461,GOOGL→GE
GE,GOOGL,5,0.6781089161707134,GE→GOOGL
GOOGL,ADI,5,0.6872671652445816,GOOGL→ADI
ADI,GOOGL,5,0.6317383033422336,ADI→GOOGL
GOOGL,SYK,5,0.1539376806851762,GOOGL→SYK
GOOGL,ELV,5,-0.6879682212847406,GOOGL→ELV
ELV,GOOGL,5,-0.5885461892360252,ELV→GOOGL
GOOGL,BKNG,5,0.466846016730112,GOOGL→BKNG
BKNG,GOOGL,5,0.3129676916213336,BKNG→GOOGL
GOOGL,GILD,5,0.37887895702347985,GOOGL→GILD
GILD,GOOGL,5,0.4035661669150608,GILD→GOOGL
GOOGL,C,5,0.8226678092402354,GOOGL→C
C,GOOGL,5,0.8031414036869385,C→GOOGL
GOOGL,CVS,5,0.4381257636872174,GOOGL→CVS
CVS,GOOGL,5,0.47378780471849335,CVS→GOOGL
GOOGL,LRCX,5,0.8437472642434041,GOOGL→LRCX
LRCX,GOOGL,5,0.859443654012802,LRCX→GOOGL
GOOGL,ADP,5,-0.3174246348023711,GOOGL→ADP
ADP,GOOGL,5,-0.4119317924935745,ADP→GOOGL
GOOGL,REGN,5,-0.20914347464925245,GOOGL→REGN
REGN,GOOGL,5,-0.13216042038649373,REGN→GOOGL
GOOGL,MO,5,0.6211986467010531,GOOGL→MO
MO,GOOGL,5,0.5616418623583006,MO→GOOGL
GOOGL,MDLZ,5,-0.34825265676672945,GOOGL→MDLZ
MDLZ,GOOGL,5,-0.3930697073006063,MDLZ→GOOGL
GOOGL,TMUS,5,-0.2946598462534921,GOOGL→TMUS
TMUS,GOOGL,5,-0.3017648264714196,TMUS→GOOGL
GOOGL,T,5,0.2304451600560614,GOOGL→T
T,GOOGL,5,0.14210754622179347,T→GOOGL
GOOGL,CB,5,-0.3917641395688278,GOOGL→CB
CB,GOOGL,5,-0.35737269566909013,CB→GOOGL
GOOGL,SCHW,5,0.6102011606313653,GOOGL→SCHW
SCHW,GOOGL,5,0.5334743149113149,SCHW→GOOGL
GOOGL,SO,5,0.4421953298074598,GOOGL→SO
SO,GOOGL,5,0.4356367902245583,SO→GOOGL
GOOGL,PGR,5,-0.6985419907589908,GOOGL→PGR
PGR,GOOGL,5,-0.7061786613069836,PGR→GOOGL
