Leader,Follower,ShiftDays,Correlation,Direction
AAPL,WMT,15,0.2521470308458879,AAPL→WMT
UPS,AAPL,15,0.33509301945322767,UPS→AAPL
HON,AAPL,15,-0.29014132717441954,HON→AAPL
AAPL,NEE,15,0.4779850430366019,AAPL→NEE
NEE,AAPL,15,0.2918240452574326,NEE→AAPL
AAPL,PM,15,-0.42215139535219964,AAPL→PM
PM,AAPL,15,-0.6679545254331939,PM→AAPL
AAPL,AMGN,15,-0.1829168839442605,AAPL→AMGN
AAPL,AMD,15,0.6251217632845449,AAPL→AMD
AMD,AAPL,15,0.23974852153902623,AMD→AAPL
AAPL,QCOM,15,0.5748530239353301,AAPL→QCOM
QCOM,AAPL,15,0.5075377323956485,QCOM→AAPL
AAPL,LOW,15,0.8286258544095269,AAPL→LOW
LOW,AAPL,15,0.47693977040444147,LOW→AAPL
AAPL,CAT,15,0.7180594831643223,AAPL→CAT
CAT,AAPL,15,0.31527421835065317,CAT→AAPL
AAPL,IBM,15,-0.19063396100903657,AAPL→IBM
IBM,AAPL,15,-0.20390103175079052,IBM→AAPL
AAPL,MS,15,0.5946240881580983,AAPL→MS
MS,AAPL,15,0.1744349803663597,MS→AAPL
AAPL,AMT,15,-0.5522841614918181,AAPL→AMT
AMT,AAPL,15,-0.7708672453741812,AMT→AAPL
INTU,AAPL,15,-0.5239443457707369,INTU→AAPL
AAPL,DE,15,-0.3599579648192311,AAPL→DE
DE,AAPL,15,-0.5861187994838144,DE→AAPL
AAPL,GS,15,0.5137780958071237,AAPL→GS
AAPL,SPGI,15,0.22977777273642844,AAPL→SPGI
SPGI,AAPL,15,-0.32257893400758386,SPGI→AAPL
AAPL,RTX,15,0.2027637161539153,AAPL→RTX
AAPL,BLK,15,0.6438850810588088,AAPL→BLK
BLK,AAPL,15,0.15610937366257974,BLK→AAPL
AAPL,ISRG,15,-0.2064516479496799,AAPL→ISRG
AAPL,PLD,15,0.4542930129132658,AAPL→PLD
PLD,AAPL,15,0.5009425462144661,PLD→AAPL
AAPL,NOW,15,0.29910747712946084,AAPL→NOW
AAPL,MDT,15,0.3478355915848687,AAPL→MDT
MDT,AAPL,15,0.2149272638875365,MDT→AAPL
AAPL,GE,15,0.18899851641233942,AAPL→GE
AAPL,ADI,15,0.4015748121769992,AAPL→ADI
AAPL,SYK,15,0.18554937090942014,AAPL→SYK
SYK,AAPL,15,-0.23165903228134715,SYK→AAPL
AAPL,ELV,15,-0.44762943162612806,AAPL→ELV
AAPL,BKNG,15,0.2188801392727434,AAPL→BKNG
BKNG,AAPL,15,-0.4663917876091024,BKNG→AAPL
AAPL,GILD,15,-0.17291472388607237,AAPL→GILD
GILD,AAPL,15,-0.13175602716952647,GILD→AAPL
AAPL,C,15,0.4480332728321026,AAPL→C
AAPL,LRCX,15,0.43657491362516715,AAPL→LRCX
LRCX,AAPL,15,0.20699579061797668,LRCX→AAPL
AAPL,ADP,15,-0.3632935365068369,AAPL→ADP
ADP,AAPL,15,-0.6029638918084749,ADP→AAPL
AAPL,REGN,15,0.31545211712976046,AAPL→REGN
REGN,AAPL,15,0.5357483300815377,REGN→AAPL
AAPL,MO,15,0.15042784373941323,AAPL→MO
MO,AAPL,15,-0.17596717122559652,MO→AAPL
AAPL,MDLZ,15,-0.4830385605421324,AAPL→MDLZ
MDLZ,AAPL,15,-0.6652431480894431,MDLZ→AAPL
AAPL,TMUS,15,-0.2925510549514048,AAPL→TMUS
TMUS,AAPL,15,-0.2006769372454419,TMUS→AAPL
AAPL,T,15,-0.23817113633541837,AAPL→T
T,AAPL,15,-0.5073116997493604,T→AAPL
AAPL,CB,15,-0.4941090543142287,AAPL→CB
CB,AAPL,15,-0.2938951475109285,CB→AAPL
AAPL,SCHW,15,0.22828746536937225,AAPL→SCHW
SCHW,AAPL,15,-0.2872426703615088,SCHW→AAPL
SO,AAPL,15,-0.20754590212589527,SO→AAPL
AAPL,PGR,15,-0.7162593812532692,AAPL→PGR
PGR,AAPL,15,-0.45924569161261636,PGR→AAPL
AAPL,AXP,15,0.5997907204608894,AAPL→AXP
AXP,AAPL,15,0.2598841679583577,AXP→AAPL
AAPL,CL,15,-0.46661956673171573,AAPL→CL
CL,AAPL,15,-0.3605861572440605,CL→AAPL
DUK,AAPL,15,-0.15168422465190515,DUK→AAPL
AAPL,EOG,15,0.3561735358842922,AAPL→EOG
EOG,AAPL,15,0.24690495147029606,EOG→AAPL
AAPL,USB,15,0.7914910579555624,AAPL→USB
USB,AAPL,15,0.3374623380029315,USB→AAPL
AAPL,TGT,15,0.31566911782348783,AAPL→TGT
TGT,AAPL,15,0.3898927333755554,TGT→AAPL
AAPL,PNC,15,0.8019003865471463,AAPL→PNC
PNC,AAPL,15,0.24297454080358039,PNC→AAPL
AAPL,MMC,15,-0.5890835759984214,AAPL→MMC
MMC,AAPL,15,-0.2263824428706591,MMC→AAPL
FIS,AAPL,15,-0.3438272695963138,FIS→AAPL
AAPL,BDX,15,0.26197778443738867,AAPL→BDX
BDX,AAPL,15,0.6343837439182525,BDX→AAPL
AAPL,CME,15,-0.424245542031272,AAPL→CME
CME,AAPL,15,-0.5636924217838283,CME→AAPL
AAPL,ITW,15,0.6880284115455927,AAPL→ITW
ITW,AAPL,15,0.22237106802189185,ITW→AAPL
AAPL,GM,15,0.7407416538465368,AAPL→GM
GM,AAPL,15,0.34815770222339787,GM→AAPL
AAPL,CSX,15,0.6638044987641578,AAPL→CSX
CSX,AAPL,15,0.19444285263149988,CSX→AAPL
AAPL,NSC,15,0.668839272455093,AAPL→NSC
AON,AAPL,15,0.16969194789279213,AON→AAPL
AAPL,EMR,15,0.53059063234266,AAPL→EMR
AAPL,COF,15,0.4158993944701159,AAPL→COF
AAPL,FDX,15,0.4933862194052939,AAPL→FDX
FDX,AAPL,15,0.5497297921370142,FDX→AAPL
MSFT,GOOGL,15,0.4955983215875906,MSFT→GOOGL
GOOGL,MSFT,15,0.7968151030499413,GOOGL→MSFT
MSFT,AMZN,15,0.32951341800371203,MSFT→AMZN
AMZN,MSFT,15,0.6476785719357225,AMZN→MSFT
MSFT,NVDA,15,0.7810582460868783,MSFT→NVDA
NVDA,MSFT,15,0.9450168127947535,NVDA→MSFT
MSFT,META,15,0.6302009341379171,MSFT→META
META,MSFT,15,0.8510456885375047,META→MSFT
MSFT,TSLA,15,0.23029285053561244,MSFT→TSLA
TSLA,MSFT,15,0.4598338662895896,TSLA→MSFT
MSFT,JPM,15,0.7718755171809147,MSFT→JPM
JPM,MSFT,15,0.8688030625479629,JPM→MSFT
MSFT,UNH,15,-0.8126866772188265,MSFT→UNH
UNH,MSFT,15,-0.6261305635334306,UNH→MSFT
MSFT,V,15,0.3978780420038501,MSFT→V
V,MSFT,15,0.24383630369856604,V→MSFT
HD,MSFT,15,0.400436168164765,HD→MSFT
MSFT,PG,15,-0.674795791658389,MSFT→PG
PG,MSFT,15,-0.6782065774273554,PG→MSFT
MSFT,MA,15,0.5935510566393181,MSFT→MA
MA,MSFT,15,0.5807666956756142,MA→MSFT
MSFT,LLY,15,-0.5098781705339823,MSFT→LLY
LLY,MSFT,15,-0.32228355866591013,LLY→MSFT
MSFT,AVGO,15,0.7828337529479286,MSFT→AVGO
AVGO,MSFT,15,0.9051188098007434,AVGO→MSFT
XOM,MSFT,15,0.38006371642522657,XOM→MSFT
COST,MSFT,15,-0.26213242491658484,COST→MSFT
MSFT,PEP,15,-0.41588037802269057,MSFT→PEP
PEP,MSFT,15,0.13621088010228846,PEP→MSFT
MSFT,KO,15,0.32471353025125144,MSFT→KO
PFE,MSFT,15,0.4188803973243522,PFE→MSFT
MSFT,MRK,15,-0.5335847058127482,MSFT→MRK
MRK,MSFT,15,-0.1407072609152576,MRK→MSFT
MSFT,ORCL,15,0.7654540131756654,MSFT→ORCL
ORCL,MSFT,15,0.895088483317198,ORCL→MSFT
MSFT,ABBV,15,0.2991046525229208,MSFT→ABBV
ABBV,MSFT,15,0.5829243393431452,ABBV→MSFT
MSFT,DIS,15,0.5697860169353876,MSFT→DIS
DIS,MSFT,15,0.6639190283619313,DIS→MSFT
CVX,MSFT,15,0.4659475294297528,CVX→MSFT
MSFT,ADBE,15,-0.5357889956171499,MSFT→ADBE
ADBE,MSFT,15,-0.47908432498260406,ADBE→MSFT
MSFT,MCD,15,0.24066837029241828,MSFT→MCD
MSFT,ACN,15,-0.7359013116027988,MSFT→ACN
ACN,MSFT,15,-0.6497982486224008,ACN→MSFT
MSFT,DHR,15,-0.42709107469621654,MSFT→DHR
MSFT,CSCO,15,0.7280033554931507,MSFT→CSCO
CSCO,MSFT,15,0.8574664063570364,CSCO→MSFT
MSFT,NFLX,15,0.8160945302066653,MSFT→NFLX
NFLX,MSFT,15,0.6255720184572273,NFLX→MSFT
MSFT,CRM,15,-0.6030115714297757,MSFT→CRM
CRM,MSFT,15,-0.47825332920425423,CRM→MSFT
MSFT,LIN,15,0.5674909469325281,MSFT→LIN
LIN,MSFT,15,0.5130976529951136,LIN→MSFT
MSFT,ABT,15,0.39389218733666354,MSFT→ABT
ABT,MSFT,15,0.24942066198682722,ABT→MSFT
MSFT,TXN,15,0.32487502235477855,MSFT→TXN
TXN,MSFT,15,0.4268543394049584,TXN→MSFT
NKE,MSFT,15,0.43910525097631586,NKE→MSFT
MSFT,TMO,15,-0.5755357508692456,MSFT→TMO
MSFT,INTC,15,0.3094200400001606,MSFT→INTC
INTC,MSFT,15,0.5454789338512503,INTC→MSFT
MSFT,WMT,15,0.5746744349979023,MSFT→WMT
WMT,MSFT,15,0.6391772099635321,WMT→MSFT
MSFT,UPS,15,-0.6837816577599571,MSFT→UPS
UPS,MSFT,15,-0.5410471589149077,UPS→MSFT
MSFT,HON,15,0.4251569541399153,MSFT→HON
HON,MSFT,15,0.25160250131537815,HON→MSFT
MSFT,NEE,15,0.39811317835256754,MSFT→NEE
NEE,MSFT,15,0.6080779609876966,NEE→MSFT
MSFT,PM,15,0.63151008292257,MSFT→PM
PM,MSFT,15,0.30169595280401446,PM→MSFT
AMGN,MSFT,15,0.17950405449551807,AMGN→MSFT
MSFT,AMD,15,0.6981515818284363,MSFT→AMD
AMD,MSFT,15,0.8394712721997395,AMD→MSFT
QCOM,MSFT,15,0.4830998533121557,QCOM→MSFT
LOW,MSFT,15,0.31175635828509507,LOW→MSFT
MSFT,CAT,15,0.6349497552862913,MSFT→CAT
CAT,MSFT,15,0.8444935008539409,CAT→MSFT
MSFT,IBM,15,0.5557698377458671,MSFT→IBM
IBM,MSFT,15,0.48844380506570767,IBM→MSFT
MSFT,MS,15,0.6890716624645207,MSFT→MS
MS,MSFT,15,0.873641841498215,MS→MSFT
MSFT,AMT,15,0.3632279652448451,MSFT→AMT
MSFT,INTU,15,0.7928817215085029,MSFT→INTU
INTU,MSFT,15,0.5599231016059012,INTU→MSFT
MSFT,DE,15,0.48062983561642064,MSFT→DE
DE,MSFT,15,0.24691995985281598,DE→MSFT
MSFT,GS,15,0.7402251709815855,MSFT→GS
GS,MSFT,15,0.9063801866281749,GS→MSFT
MSFT,SPGI,15,0.40485034842472906,MSFT→SPGI
SPGI,MSFT,15,0.4194234653267075,SPGI→MSFT
MSFT,RTX,15,0.7850457798581131,MSFT→RTX
RTX,MSFT,15,0.8295591980302971,RTX→MSFT
MSFT,BLK,15,0.6902077132911992,MSFT→BLK
BLK,MSFT,15,0.8918097084907164,BLK→MSFT
MSFT,ISRG,15,-0.49943729167792705,MSFT→ISRG
ISRG,MSFT,15,-0.5073633337198236,ISRG→MSFT
MSFT,PLD,15,-0.13252363206052506,MSFT→PLD
PLD,MSFT,15,0.3538823824663999,PLD→MSFT
MSFT,MDT,15,0.3472697573579533,MSFT→MDT
MDT,MSFT,15,0.6631181630619776,MDT→MSFT
MSFT,GE,15,0.8198502204776643,MSFT→GE
GE,MSFT,15,0.8292276833321022,GE→MSFT
MSFT,ADI,15,0.6254084388357113,MSFT→ADI
ADI,MSFT,15,0.8070837896641139,ADI→MSFT
MSFT,SYK,15,0.3220335293407602,MSFT→SYK
SYK,MSFT,15,0.32385968386316116,SYK→MSFT
MSFT,ELV,15,-0.743216502696168,MSFT→ELV
ELV,MSFT,15,-0.8718763238786001,ELV→MSFT
MSFT,BKNG,15,0.8678717225341052,MSFT→BKNG
BKNG,MSFT,15,0.6917996581454887,BKNG→MSFT
MSFT,GILD,15,0.49453849309427483,MSFT→GILD
GILD,MSFT,15,0.5834529778920137,GILD→MSFT
MSFT,C,15,0.7151200983311439,MSFT→C
C,MSFT,15,0.9076916072600913,C→MSFT
MSFT,CVS,15,0.4849071860414658,MSFT→CVS
CVS,MSFT,15,0.4820197567181705,CVS→MSFT
MSFT,LRCX,15,0.7303548598835709,MSFT→LRCX
LRCX,MSFT,15,0.8136931482360846,LRCX→MSFT
MSFT,ADP,15,0.25044287944031135,MSFT→ADP
MSFT,REGN,15,-0.6574320420642065,MSFT→REGN
REGN,MSFT,15,-0.4025457364274123,REGN→MSFT
MSFT,MO,15,0.7588783153719266,MSFT→MO
MO,MSFT,15,0.7158813977337766,MO→MSFT
MSFT,MDLZ,15,0.3331717579002594,MSFT→MDLZ
MSFT,TMUS,15,-0.22288797012480033,MSFT→TMUS
TMUS,MSFT,15,-0.24987243988619648,TMUS→MSFT
MSFT,T,15,0.586328433061266,MSFT→T
T,MSFT,15,0.39603778985853527,T→MSFT
CB,MSFT,15,-0.35724162226983736,CB→MSFT
MSFT,SCHW,15,0.8507782562039252,MSFT→SCHW
SCHW,MSFT,15,0.8122577626594866,SCHW→MSFT
MSFT,SO,15,0.6684842905610429,MSFT→SO
SO,MSFT,15,0.613666149387173,SO→MSFT
MSFT,PGR,15,-0.2800783313969361,MSFT→PGR
PGR,MSFT,15,-0.6669830527837217,PGR→MSFT
MSFT,AXP,15,0.5678939170711541,MSFT→AXP
AXP,MSFT,15,0.7631076292678122,AXP→MSFT
MSFT,ZTS,15,-0.5604938998630621,MSFT→ZTS
ZTS,MSFT,15,-0.5395095909463763,ZTS→MSFT
MSFT,CL,15,-0.4552666499314229,MSFT→CL
CL,MSFT,15,-0.7445794228761433,CL→MSFT
MSFT,DUK,15,0.5714140466305914,MSFT→DUK
DUK,MSFT,15,0.5424665936236887,DUK→MSFT
MSFT,EOG,15,-0.38005691363299066,MSFT→EOG
MSFT,USB,15,0.252374321660556,MSFT→USB
USB,MSFT,15,0.5592425027063448,USB→MSFT
MSFT,TGT,15,-0.5616467270088426,MSFT→TGT
TGT,MSFT,15,-0.3007855410460908,TGT→MSFT
MSFT,PNC,15,0.30754700303778293,MSFT→PNC
PNC,MSFT,15,0.6120482970149931,PNC→MSFT
MSFT,MMC,15,-0.6665506513527975,MSFT→MMC
MMC,MSFT,15,-0.7937174669132427,MMC→MSFT
FIS,MSFT,15,-0.39009277299484496,FIS→MSFT
MSFT,BDX,15,-0.8062614401637679,MSFT→BDX
BDX,MSFT,15,-0.3917011397038983,BDX→MSFT
MSFT,CME,15,0.591979764842456,MSFT→CME
CME,MSFT,15,0.34714746631986276,CME→MSFT
MSFT,ITW,15,0.13223445880139006,MSFT→ITW
ITW,MSFT,15,0.4418900977398436,ITW→MSFT
MSFT,GM,15,0.535901406395513,MSFT→GM
GM,MSFT,15,0.7588992621013662,GM→MSFT
MSFT,CSX,15,0.4272206518165824,MSFT→CSX
CSX,MSFT,15,0.7544621197012614,CSX→MSFT
MSFT,NSC,15,0.6591693889376565,MSFT→NSC
NSC,MSFT,15,0.8772941810437354,NSC→MSFT
MSFT,AON,15,-0.6130472484541732,MSFT→AON
AON,MSFT,15,-0.35993380874111214,AON→MSFT
MSFT,EMR,15,0.6184028986836749,MSFT→EMR
EMR,MSFT,15,0.7760284553632143,EMR→MSFT
MSFT,COF,15,0.7361757154451803,MSFT→COF
COF,MSFT,15,0.8327130005633627,COF→MSFT
MSFT,FDX,15,-0.4424775654227897,MSFT→FDX
GOOGL,AMZN,15,0.5937432751565277,GOOGL→AMZN
AMZN,GOOGL,15,0.4719618144492221,AMZN→GOOGL
GOOGL,NVDA,15,0.8579619840333675,GOOGL→NVDA
NVDA,GOOGL,15,0.6553914345287809,NVDA→GOOGL
GOOGL,META,15,0.6742199804978217,GOOGL→META
META,GOOGL,15,0.5594199670496566,META→GOOGL
GOOGL,TSLA,15,0.5757501559071347,GOOGL→TSLA
TSLA,GOOGL,15,0.6143146819049412,TSLA→GOOGL
GOOGL,JPM,15,0.7595544837683385,GOOGL→JPM
JPM,GOOGL,15,0.6380044603388696,JPM→GOOGL
GOOGL,UNH,15,-0.46481255318892406,GOOGL→UNH
GOOGL,HD,15,0.5911873373126842,GOOGL→HD
HD,GOOGL,15,0.4896744041389946,HD→GOOGL
GOOGL,PG,15,-0.5685835060577702,GOOGL→PG
PG,GOOGL,15,-0.483852723016886,PG→GOOGL
GOOGL,MA,15,0.5024376334586367,GOOGL→MA
MA,GOOGL,15,0.3198349237042346,MA→GOOGL
GOOGL,LLY,15,-0.4557912701136297,GOOGL→LLY
LLY,GOOGL,15,0.13023291569524417,LLY→GOOGL
GOOGL,AVGO,15,0.8226430593364555,GOOGL→AVGO
AVGO,GOOGL,15,0.6862155059900767,AVGO→GOOGL
GOOGL,XOM,15,0.27841450484028285,GOOGL→XOM
XOM,GOOGL,15,0.45802968237659814,XOM→GOOGL
GOOGL,COST,15,-0.20611444989555638,GOOGL→COST
COST,GOOGL,15,-0.31473210306285215,COST→GOOGL
PEP,GOOGL,15,0.4315909009342469,PEP→GOOGL
KO,GOOGL,15,-0.16349487627359172,KO→GOOGL
GOOGL,PFE,15,0.30002359714161164,GOOGL→PFE
PFE,GOOGL,15,0.5396899793755222,PFE→GOOGL
MRK,GOOGL,15,0.18467563664468364,MRK→GOOGL
GOOGL,ORCL,15,0.8492960484603568,GOOGL→ORCL
ORCL,GOOGL,15,0.7191549542428949,ORCL→GOOGL
GOOGL,ABBV,15,0.48534599800439265,GOOGL→ABBV
ABBV,GOOGL,15,0.732871870096577,ABBV→GOOGL
GOOGL,DIS,15,0.56278253812209,GOOGL→DIS
DIS,GOOGL,15,0.2793160039923974,DIS→GOOGL
GOOGL,CVX,15,0.41735157042303955,GOOGL→CVX
CVX,GOOGL,15,0.5488987609256851,CVX→GOOGL
GOOGL,ADBE,15,-0.36965893983784054,GOOGL→ADBE
ADBE,GOOGL,15,-0.2776691906858999,ADBE→GOOGL
GOOGL,ACN,15,-0.6156644287682548,GOOGL→ACN
ACN,GOOGL,15,-0.39243156939341967,ACN→GOOGL
DHR,GOOGL,15,0.15144386437941385,DHR→GOOGL
GOOGL,CSCO,15,0.6224157224018954,GOOGL→CSCO
CSCO,GOOGL,15,0.5703361819583807,CSCO→GOOGL
GOOGL,NFLX,15,0.4801674857149021,GOOGL→NFLX
NFLX,GOOGL,15,0.18270692428170193,NFLX→GOOGL
GOOGL,CRM,15,-0.3488733503865575,GOOGL→CRM
CRM,GOOGL,15,-0.22990937692318497,CRM→GOOGL
GOOGL,LIN,15,0.41534598609570184,GOOGL→LIN
LIN,GOOGL,15,0.194146513756526,LIN→GOOGL
GOOGL,ABT,15,0.13555641204241675,GOOGL→ABT
ABT,GOOGL,15,0.15482784959295784,ABT→GOOGL
GOOGL,TXN,15,0.2760308178252601,GOOGL→TXN
GOOGL,NKE,15,0.40740435389746066,GOOGL→NKE
NKE,GOOGL,15,0.36650614672375886,NKE→GOOGL
TMO,GOOGL,15,0.5597880394402259,TMO→GOOGL
GOOGL,INTC,15,0.5589376562705803,GOOGL→INTC
INTC,GOOGL,15,0.8464403441521533,INTC→GOOGL
GOOGL,WMT,15,0.5561231037290694,GOOGL→WMT
WMT,GOOGL,15,0.5836304081424688,WMT→GOOGL
GOOGL,UPS,15,-0.47349249925431375,GOOGL→UPS
UPS,GOOGL,15,-0.29489037666024853,UPS→GOOGL
GOOGL,HON,15,0.2255833102001527,GOOGL→HON
HON,GOOGL,15,-0.22209613068512352,HON→GOOGL
GOOGL,NEE,15,0.5029834863382683,GOOGL→NEE
NEE,GOOGL,15,0.7046048943895888,NEE→GOOGL
GOOGL,PM,15,0.1476223545367022,GOOGL→PM
GOOGL,AMGN,15,-0.18309861826781113,GOOGL→AMGN
AMGN,GOOGL,15,0.21621477047417287,AMGN→GOOGL
GOOGL,AMD,15,0.8220371896557969,GOOGL→AMD
AMD,GOOGL,15,0.7491900635079918,AMD→GOOGL
GOOGL,QCOM,15,0.36266500095665777,GOOGL→QCOM
QCOM,GOOGL,15,0.6914627575912838,QCOM→GOOGL
GOOGL,LOW,15,0.47787078666378763,GOOGL→LOW
LOW,GOOGL,15,0.45739683074581083,LOW→GOOGL
GOOGL,CAT,15,0.852800274656284,GOOGL→CAT
CAT,GOOGL,15,0.8139401700563085,CAT→GOOGL
GOOGL,IBM,15,0.22934883968105266,GOOGL→IBM
IBM,GOOGL,15,0.39502504000080013,IBM→GOOGL
GOOGL,MS,15,0.8350365621363686,GOOGL→MS
MS,GOOGL,15,0.7605110996584686,MS→GOOGL
GOOGL,AMT,15,-0.20386075733370995,GOOGL→AMT
AMT,GOOGL,15,-0.5255173962304955,AMT→GOOGL
GOOGL,INTU,15,0.35595075336271187,GOOGL→INTU
DE,GOOGL,15,-0.18257414940620711,DE→GOOGL
GOOGL,GS,15,0.8374433073645721,GOOGL→GS
GS,GOOGL,15,0.7178527793694675,GS→GOOGL
GOOGL,SPGI,15,0.42631694226705136,GOOGL→SPGI
GOOGL,RTX,15,0.7026581292017665,GOOGL→RTX
RTX,GOOGL,15,0.6091893314046924,RTX→GOOGL
GOOGL,BLK,15,0.8687396660635955,GOOGL→BLK
BLK,GOOGL,15,0.6788211903651555,BLK→GOOGL
GOOGL,ISRG,15,-0.5633233654214582,GOOGL→ISRG
ISRG,GOOGL,15,-0.3681677277525135,ISRG→GOOGL
GOOGL,PLD,15,0.2024006329732452,GOOGL→PLD
PLD,GOOGL,15,0.7018542045600701,PLD→GOOGL
GOOGL,MDT,15,0.5128044317792382,GOOGL→MDT
MDT,GOOGL,15,0.7221495453206801,MDT→GOOGL
GOOGL,GE,15,0.6932528483585086,GOOGL→GE
GE,GOOGL,15,0.5883314375013445,GE→GOOGL
GOOGL,ADI,15,0.7032856135330785,GOOGL→ADI
ADI,GOOGL,15,0.5595203469112335,ADI→GOOGL
GOOGL,SYK,15,0.2321375712201847,GOOGL→SYK
GOOGL,ELV,15,-0.7876141342770033,GOOGL→ELV
ELV,GOOGL,15,-0.40689710880077073,ELV→GOOGL
GOOGL,BKNG,15,0.6449734854339366,GOOGL→BKNG
BKNG,GOOGL,15,0.13527189678092294,BKNG→GOOGL
GOOGL,GILD,15,0.3358258016813846,GOOGL→GILD
GILD,GOOGL,15,0.42056104351700974,GILD→GOOGL
GOOGL,C,15,0.8150233274758266,GOOGL→C
C,GOOGL,15,0.7063773032511416,C→GOOGL
GOOGL,CVS,15,0.37524563067642736,GOOGL→CVS
CVS,GOOGL,15,0.5163869866735284,CVS→GOOGL
GOOGL,LRCX,15,0.8071922806168885,GOOGL→LRCX
LRCX,GOOGL,15,0.8217321134666057,LRCX→GOOGL
GOOGL,ADP,15,-0.13654717106993383,GOOGL→ADP
ADP,GOOGL,15,-0.4475009414564834,ADP→GOOGL
GOOGL,REGN,15,-0.25857022511630184,GOOGL→REGN
GOOGL,MO,15,0.6859819939462869,GOOGL→MO
MO,GOOGL,15,0.48112060966127695,MO→GOOGL
GOOGL,MDLZ,15,-0.22290112504500306,GOOGL→MDLZ
MDLZ,GOOGL,15,-0.3760703968806218,MDLZ→GOOGL
GOOGL,TMUS,15,-0.2018474008829637,GOOGL→TMUS
TMUS,GOOGL,15,-0.18712137050380462,TMUS→GOOGL
GOOGL,T,15,0.328792656833717,GOOGL→T
GOOGL,CB,15,-0.3295626211918468,GOOGL→CB
CB,GOOGL,15,-0.31505912465667324,CB→GOOGL
GOOGL,SCHW,15,0.6867868556673694,GOOGL→SCHW
SCHW,GOOGL,15,0.41376843684447073,SCHW→GOOGL
GOOGL,SO,15,0.446849594053774,GOOGL→SO
SO,GOOGL,15,0.43207085946412205,SO→GOOGL
GOOGL,PGR,15,-0.6176545610725334,GOOGL→PGR
PGR,GOOGL,15,-0.6249923931512993,PGR→GOOGL
