stock1,stock2,lag,A_causes_B,B_causes_A,p_AB,p_BA
GOOGL,CSCO,1,False,True,0.8562916910075032,0.011480139524882374
GOOGL,IBM,1,False,True,0.1349992693767155,0.015798909693170656
GOOGL,INTU,1,False,False,0.34718364891701836,0.48402619573215666
GOOGL,NOW,1,True,False,0.008310568693971211,0.4541112468351076
GOOGL,ADI,1,False,False,0.2712045388365765,0.6541199951204698
GOOGL,PLTR,1,False,False,0.15845621918616168,0.3004847024403256
GOOGL,AI,1,False,False,0.8902186967633589,0.3087769328669927
GOOGL,SNOW,1,False,False,0.2886602228617024,0.9589019296962294
GOOGL,PATH,1,False,False,0.6751498345679005,0.9363169503619906
GOOGL,DDOG,1,False,False,0.2960595493457753,0.8205834626188788
GOOGL,NET,1,False,False,0.09925928077231007,0.35043340370941556
GOOGL,CRWD,1,False,False,0.11403204287101212,0.8959701300470814
GOOGL,ZS,1,False,False,0.3361835401323776,0.4264097676863665
GOOGL,OKTA,1,False,False,0.9381507869994012,0.9071222708099963
GOOGL,MDB,1,True,False,0.04146874304748777,0.8772155931803853
GOOGL,PANW,1,False,False,0.3381929697628582,0.07836338842737994
GOOGL,FTNT,1,False,True,0.5060528116911684,0.015617084468245076
GOOGL,S,1,False,False,0.17424445041250244,0.9762386912416173
GOOGL,DOCU,1,False,False,0.5854400877750077,0.6686173103388751
GOOGL,TWLO,1,False,False,0.7431175773006842,0.32173919973387133
GOOGL,U,1,False,False,0.7659561315393479,0.6787364791067958
GOOGL,RBLX,1,False,False,0.3305953285993829,0.7840342623567707
GOOGL,COIN,1,False,False,0.5840088569232456,0.24005082801282615
GOOGL,PYPL,1,False,False,0.30993142445952304,0.7042217443514656
GOOGL,ARM,1,False,False,0.09532820055529898,0.4356910956188088
GOOGL,SMCI,1,False,False,0.6524237149089422,0.13467807942443866
GOOGL,MRVL,1,True,False,0.02943214994110131,0.3646913903271648
GOOGL,MU,1,False,False,0.8379913865685413,0.7818246792812216
GOOGL,LRCX,1,False,False,0.6097579551227486,0.28489383067070034
GOOGL,KLAC,1,False,False,0.17522433362616935,0.6773911303470118
GOOGL,AMAT,1,False,False,0.39857609664234805,0.6715510082080675
GOOGL,ASML,1,False,False,0.22980145785469572,0.3524669857053869
GOOGL,TSM,1,False,False,0.6778728605063836,0.7767301206898043
GOOGL,ITRI,1,False,False,0.691148710506589,0.9351775889294209
GOOGL,NEE,1,False,False,0.19738350024332033,0.40676933406878335
GOOGL,DUK,1,False,False,0.6382934411547208,0.19829635712471083
GOOGL,SO,1,False,False,0.18093759047333166,0.5915994344739727
GOOGL,D,1,False,False,0.866750590681399,0.2877248198305158
GOOGL,AEP,1,False,False,0.4931704067924727,0.26346556436437685
GOOGL,SRE,1,False,False,0.7876687366394239,0.6892851536426818
GOOGL,EXC,1,False,False,0.7446667184368094,0.39988224400494377
GOOGL,XEL,1,False,False,0.9215202402159051,0.37525960002662173
GOOGL,ED,1,False,False,0.8524152506357906,0.5775633037688168
GOOGL,PEG,1,False,False,0.8404098889564517,0.20784109350715155
GOOGL,WEC,1,False,False,0.6563854387284398,0.4586051270721463
GOOGL,ES,1,False,False,0.635563456865202,0.18708387806040683
GOOGL,AWK,1,False,False,0.456288090999176,0.9505070315869459
GOOGL,DTE,1,False,False,0.7794687137666585,0.5705667676621902
GOOGL,ETR,1,False,False,0.12017095336751143,0.5125291049851847
GOOGL,FE,1,False,False,0.3245016875225991,0.4456983579738618
GOOGL,ATO,1,False,False,0.2637828418887716,0.7118283338308087
GOOGL,CMS,1,False,False,0.9754745628647037,0.6740508597264669
GOOGL,CNP,1,False,False,0.6783364725837272,0.8565307973556047
GOOGL,NI,1,False,False,0.650595768069002,0.399322605170667
GOOGL,EVRG,1,False,False,0.33548844749322626,0.7516856003659403
GOOGL,LNT,1,False,False,0.8639697629619438,0.7491021944620739
GOOGL,AES,1,False,False,0.2399893516001322,0.9901854187795114
GOOGL,PPL,1,False,False,0.8182202084838355,0.25875238241948145
GOOGL,NRG,1,False,False,0.3402383964715192,0.8092685570784299
GOOGL,VST,1,False,False,0.5531409524899359,0.9686456912709382
GOOGL,UGI,1,False,False,0.1468641632761986,0.548293437986481
GOOGL,OGE,1,False,False,0.5705378607415832,0.9456582321476013
GOOGL,PNW,1,False,False,0.6123966860845291,0.9112560591033743
GOOGL,SHOP,1,False,False,0.635378962273575,0.4457876966607969
GOOGL,UBER,1,True,False,0.03548327516840642,0.4953825706460677
GOOGL,ABNB,1,False,False,0.8566114617399972,0.89366612976788
GOOGL,DASH,1,True,False,0.003413194426357741,0.07286562910699798
GOOGL,SPOT,1,False,False,0.5013031484129434,0.406974791904654
GOOGL,ROKU,1,False,False,0.7852350346071959,0.45707083570225504
GOOGL,ZM,1,False,False,0.24598432272080153,0.6616898840920112
GOOGL,TEAM,1,False,False,0.17776244849758677,0.5581879603968894
GOOGL,DBX,1,False,False,0.5631450085186801,0.6441167877959978
GOOGL,PINS,1,False,False,0.19463196415261005,0.8194490736302928
GOOGL,SNAP,1,False,False,0.3876614028614561,0.7279981265917719
GOOGL,LYFT,1,False,False,0.7735662466433366,0.44029014698374813
GOOGL,ETSY,1,False,False,0.17667570102901478,0.6531553233075638
GOOGL,GDDY,1,False,False,0.8288562295459543,0.2622468774628687
GOOGL,WIX,1,False,False,0.34154015279900884,0.8034485918812193
GOOGL,FVRR,1,False,False,0.34948017977397483,0.7071593502658909
GOOGL,UPWK,1,False,False,0.05370390041680809,0.5604510485168288
GOOGL,TXN,1,False,False,0.10119269619972894,0.3113118793204783
GOOGL,MCHP,1,True,False,0.04190673948266441,0.9100157984674855
GOOGL,SWKS,1,False,False,0.7962121325374091,0.443157565641245
GOOGL,QRVO,1,True,False,0.037781592917514026,0.7937034965326247
GOOGL,MPWR,1,True,False,0.007172562670081434,0.4459019077179258
GOOGL,ON,1,False,False,0.09050435119068591,0.7894652172977541
GOOGL,NXPI,1,False,False,0.2005435317734594,0.6846171533200378
GOOGL,STM,1,False,False,0.1345400455643929,0.5853920551012047
GOOGL,LSCC,1,False,False,0.06897243336941153,0.23064410883135852
GOOGL,SAP,1,False,False,0.918809642714022,0.34146841730535604
GOOGL,WDAY,1,False,False,0.4724703781587337,0.329287177002869
GOOGL,VEEV,1,False,False,0.17515111124251995,0.40628272619676653
GOOGL,HUBS,1,True,False,0.009858813469315313,0.9646804302991803
GOOGL,BILL,1,False,False,0.05544426139166586,0.961763868834555
GOOGL,GTLB,1,False,False,0.13695890201470418,0.7239246265877397
GOOGL,ESTC,1,True,False,0.0011200332381721325,0.19738657820050817
GOOGL,FROG,1,False,False,0.8802449131941806,0.27915693295963073
GOOGL,NCNO,1,False,False,0.938583023889334,0.6934401550816527
GOOGL,TENB,1,False,False,0.3745132369923587,0.3891637425257283
GOOGL,RPD,1,False,False,0.2854529395368202,0.7701398075196064
GOOGL,RIVN,1,False,False,0.6081205983683269,0.39334884007366056
GOOGL,LCID,1,False,False,0.7630094092445531,0.7943710636776797
GOOGL,NIO,1,False,False,0.061407948471564736,0.9767082824550508
GOOGL,XPEV,1,False,False,0.3090132626381158,0.8074848385745668
GOOGL,LI,1,False,False,0.10714229976040174,0.8109943248692949
GOOGL,PLUG,1,False,False,0.6488991706728484,0.7454556957353076
GOOGL,FCEL,1,False,False,0.6435267951925037,0.9215592660318543
GOOGL,BLDP,1,False,False,0.8018800588579869,0.22096912519682216
GOOGL,BE,1,False,False,0.16517102920284957,0.2292253561348814
GOOGL,ENPH,1,True,False,0.03677944632641969,0.7434756218694836
GOOGL,SEDG,1,False,False,0.11906453971550104,0.5523500383190825
GOOGL,RUN,1,False,False,0.07996183093997039,0.9696736988264993
GOOGL,SPWR,1,True,False,0.025273316320647825,0.9228722790143401
GOOGL,CSIQ,1,False,False,0.9077827378148453,0.492355857069244
AMZN,NVDA,1,False,False,0.1988648550028118,0.7375591618306909
AMZN,META,1,False,True,0.7625834732901317,6.293267694212248e-07
AMZN,TSLA,1,False,True,0.8394311437931345,0.01757572563732607
AMZN,AVGO,1,False,False,0.16129437198751034,0.9632651572663229
AMZN,ORCL,1,False,False,0.6018106074825256,0.44111182900147017
AMZN,ADBE,1,False,False,0.9334922625872445,0.24662893840747335
AMZN,CRM,1,False,False,0.5498585089319921,0.08303608038840819
AMZN,NFLX,1,False,False,0.9802421321468381,0.5686076111464139
AMZN,AMD,1,False,False,0.8292587631883894,0.6628342229988147
AMZN,INTC,1,False,False,0.5299225801944226,0.6440751776611511
AMZN,QCOM,1,False,True,0.30322467572948686,0.009764544699431742
AMZN,CSCO,1,False,True,0.5060061780384746,0.02248734472756137
AMZN,IBM,1,False,False,0.21172469213667963,0.6823751685319819
AMZN,INTU,1,False,False,0.29652246253936654,0.2777921935870583
AMZN,NOW,1,False,False,0.9841982003805458,0.9680939823561863
AMZN,ADI,1,False,False,0.6075324048199977,0.1026217238484257
AMZN,PLTR,1,False,False,0.4572655086760007,0.5880886141896288
AMZN,AI,1,False,False,0.761187087481938,0.6934908607007894
AMZN,SNOW,1,False,False,0.9956538737330558,0.855667287852699
AMZN,PATH,1,False,False,0.7919136529314511,0.285755736796929
AMZN,DDOG,1,False,False,0.9456503997206108,0.3251674400177509
AMZN,NET,1,False,False,0.31752674342427456,0.14678972419697625
AMZN,CRWD,1,False,False,0.9219208319846098,0.5468891766272527
AMZN,ZS,1,False,False,0.43494344069281354,0.3801747548809231
AMZN,OKTA,1,False,False,0.3644406447957542,0.617484901527019
AMZN,MDB,1,False,False,0.9779978124007349,0.21291798255742073
AMZN,PANW,1,False,False,0.9391546262213353,0.2699240405327695
AMZN,FTNT,1,False,False,0.8843349580638133,0.32262128856578476
AMZN,S,1,False,False,0.6922984845072389,0.5392721782565872
AMZN,DOCU,1,False,False,0.5041104418669045,0.36208629241404755
AMZN,TWLO,1,False,False,0.6688000701218331,0.1675735237556965
AMZN,U,1,False,False,0.8831245365103716,0.18454434951141427
