Leader,Follower,Shift,Correlation
LRCX,BLK,5,0.7972899398183984
LRCX,BLK,15,0.7534341440677447
BLK,SCHW,5,0.7706466819408134
BLK,SCHW,15,0.7765983839962753
BLK,SCHW,25,0.7817358939979545
BLK,AXP,5,0.7818231288830194
BLK,AXP,15,0.7012701245355186
AXP,BLK,5,0.7875980099209299
AXP,BLK,15,0.7188683288951205
BLK,GM,5,0.81731319083132
BLK,GM,15,0.7222085961446189
GM,BLK,5,0.8116645751419543
GM,BLK,15,0.7988185872000141
GM,BLK,25,0.7748847353454374
CSX,BLK,5,0.7816919686812765
CSX,BLK,15,0.7366081866646038
BLK,NSC,5,0.8984037689623672
BLK,NSC,15,0.8123276812204756
NSC,BLK,5,0.8784254438555908
NSC,BLK,15,0.811613168246872
NSC,BLK,25,0.7035193833593177
BLK,EMR,5,0.8064397052622486
BLK,EMR,15,0.7530756613275842
BLK,COF,5,0.7904942075578573
BLK,COF,15,0.7814243145323917
MDT,GE,5,0.7772462682620277
MDT,GE,15,0.7644665320006242
MDT,GE,25,0.7300292349073223
GILD,MDT,5,0.7130730268954754
GILD,MDT,15,0.7088785419305801
MDT,C,5,0.8253016453922972
MDT,C,15,0.8560321714516902
MDT,C,25,0.8260406930637212
CVS,MDT,5,0.7488536244996251
CVS,MDT,15,0.7476062337024224
MDT,LRCX,5,0.7687566581357324
MDT,LRCX,15,0.7691068536521694
MDT,LRCX,25,0.7590567649712854
SO,MDT,5,0.7210038999872166
SO,MDT,15,0.7200478651752078
DUK,MDT,5,0.7270231043239322
DUK,MDT,15,0.7558385256182273
MDT,COF,5,0.7154500195069287
MDT,COF,15,0.7829814648915341
MDT,COF,25,0.7779642982473194
ADI,GE,5,0.7287937795673535
ADI,GE,15,0.7121206882451413
GE,BKNG,5,0.7007923760974357
GE,BKNG,15,0.7389396466931804
GE,BKNG,25,0.7165991080552802
GE,GILD,5,0.784028344720061
GE,GILD,15,0.7394349570058115
GE,GILD,25,0.7310713071037298
GILD,GE,5,0.8386281809858493
GILD,GE,15,0.8484547392024478
GILD,GE,25,0.8066798315448572
GE,C,5,0.8968158947734234
GE,C,15,0.843359078846579
GE,C,25,0.7687960165800984
C,GE,5,0.9015072547828564
C,GE,15,0.8549568794532472
C,GE,25,0.8213969785241375
GE,CVS,5,0.7649976803024785
GE,CVS,15,0.7073806210101973
CVS,GE,5,0.8018953286641404
CVS,GE,15,0.8106198886177335
CVS,GE,25,0.7940225002646858
GE,LRCX,5,0.8778776794772306
GE,LRCX,15,0.8258303368245015
GE,LRCX,25,0.784817770502619
LRCX,GE,5,0.8921767057113031
LRCX,GE,15,0.8771541595216641
LRCX,GE,25,0.8508109859521985
GE,MO,5,0.8895561521962411
GE,MO,15,0.8727600741878393
GE,MO,25,0.8718774707001525
MO,GE,5,0.9099697599846724
MO,GE,15,0.9138456963450816
MO,GE,25,0.9157398629386344
GE,T,5,0.7466342715949209
GE,T,15,0.7953361004525102
GE,T,25,0.8330553303707248
GE,SCHW,5,0.9051427004904308
GE,SCHW,15,0.8652033317308967
GE,SCHW,25,0.8416239715066465
SCHW,GE,5,0.9030701020606194
SCHW,GE,15,0.8403179519169989
SCHW,GE,25,0.7906393082578925
GE,SO,5,0.8213681068213432
GE,SO,15,0.7641528767167135
GE,SO,25,0.7302950543359584
SO,GE,5,0.8598332203561784
SO,GE,15,0.8756208798383375
SO,GE,25,0.869315109691641
GE,DUK,5,0.7922636692791063
GE,DUK,15,0.7412682418827501
GE,DUK,25,0.7303883143084692
DUK,GE,5,0.8265147962457325
DUK,GE,15,0.8349168388683041
DUK,GE,25,0.8404749930120978
GE,CME,5,0.7292254408404819
GE,CME,15,0.7454279901995993
GE,CME,25,0.7876887094951304
NSC,GE,5,0.7809063491791723
NSC,GE,15,0.7886849924281328
NSC,GE,25,0.7831407741269228
GE,COF,5,0.8226462715029658
GE,COF,15,0.8023863908481936
GE,COF,25,0.7151297737739174
COF,GE,5,0.8128812108257711
COF,GE,15,0.7423598546885327
COF,GE,25,0.7087761705129918
ADI,BKNG,5,0.7682916347208548
ADI,BKNG,15,0.7483673615901814
ADI,BKNG,25,0.7019812054602148
C,ADI,5,0.7753397056918326
C,ADI,15,0.7253064629008175
LRCX,ADI,5,0.7173913289858145
LRCX,ADI,15,0.7101781567585768
ADI,SCHW,5,0.7326246794872657
ADI,SCHW,15,0.7689464550281588
ADI,SCHW,25,0.7368319973715962
NSC,ADI,5,0.7761663503497364
NSC,ADI,15,0.7638353496001039
ADI,COF,5,0.8022264005139756
ADI,COF,15,0.7379866728122416
MMC,ELV,5,0.7280215471469278
MMC,ELV,15,0.7071972225960399
C,BKNG,5,0.7125407198818366
C,BKNG,15,0.7863026362228951
C,BKNG,25,0.8185301003983089
BKNG,SCHW,5,0.7991280675625172
BKNG,SCHW,15,0.7009721663552507
SCHW,BKNG,5,0.795111709051844
SCHW,BKNG,15,0.7485529995439363
SCHW,BKNG,25,0.7011127609868532
EMR,BKNG,5,0.7678315741619587
EMR,BKNG,15,0.7676732075538909
EMR,BKNG,25,0.7183429415662071
COF,BKNG,5,0.7566363600903462
COF,BKNG,15,0.7111184249706943
COF,BKNG,25,0.7415243048879758
GILD,C,5,0.7135547134223172
GILD,C,15,0.7660508113561831
GILD,C,25,0.7475419287206218
GILD,CVS,5,0.8128648394111443
GILD,CVS,15,0.7372889919754768
CVS,GILD,5,0.8397654285322984
CVS,GILD,15,0.8185227054637034
CVS,GILD,25,0.7868163296456928
GILD,MO,5,0.791207727940638
GILD,MO,15,0.7190226349913091
MO,GILD,5,0.8398675716811098
MO,GILD,15,0.8509855187075387
MO,GILD,25,0.8450417824592393
GILD,T,5,0.8383296636093068
GILD,T,15,0.8195470839547465
GILD,T,25,0.7527048550915597
T,GILD,5,0.839588597407612
T,GILD,15,0.8413588271485115
T,GILD,25,0.767919750825563
GILD,SCHW,5,0.720037777477544
GILD,SCHW,15,0.7532831068628428
GILD,SCHW,25,0.7006447057648654
GILD,SO,5,0.8207804628559727
GILD,SO,15,0.7090874617908037
SO,GILD,5,0.8522368954714916
SO,GILD,15,0.8392293556031389
SO,GILD,25,0.8263611288986354
GILD,DUK,5,0.8201898142523592
GILD,DUK,15,0.7186082925132096
DUK,GILD,5,0.8637378951866596
DUK,GILD,15,0.8434679503201675
DUK,GILD,25,0.8407810012934473
GILD,CME,5,0.80285968397274
GILD,CME,15,0.779224438592793
GILD,CME,25,0.7244997916804498
CME,GILD,5,0.8030519986813427
CME,GILD,15,0.7717404726906142
CME,GILD,25,0.7484221291351427
C,LRCX,5,0.868758387412208
C,LRCX,15,0.8085312914288678
C,LRCX,25,0.8059740934429752
LRCX,C,5,0.877571080080447
LRCX,C,15,0.8649941260752472
LRCX,C,25,0.8141104963977419
C,MO,5,0.7642276445917147
C,MO,15,0.750671858328488
C,MO,25,0.7518511155970672
MO,C,5,0.7823741890332759
MO,C,15,0.786983717690721
MO,C,25,0.7950596555067622
C,SCHW,5,0.8714183016452087
C,SCHW,15,0.848881928449862
C,SCHW,25,0.8382719986457449
SCHW,C,5,0.8362559975107625
SCHW,C,15,0.7097885573897654
SO,C,5,0.705279949918679
SO,C,15,0.734050172014409
SO,C,25,0.7433869487418814
C,AXP,5,0.803053215260827
C,AXP,15,0.7276812857746106
C,NSC,5,0.8194725678124927
C,NSC,15,0.7317101007856172
NSC,C,5,0.8438373612280452
NSC,C,15,0.8121872062716635
NSC,C,25,0.7423071327532137
C,COF,5,0.9032109848125972
C,COF,15,0.8556079804487612
C,COF,25,0.7390289665661247
COF,C,5,0.868706614404011
COF,C,15,0.7101681585219328
CVS,LRCX,5,0.7120152251275723
CVS,LRCX,15,0.7000316762920193
CVS,LRCX,25,0.7131415272668283
CVS,MO,5,0.8399718853402046
CVS,MO,15,0.7738031489040393
CVS,MO,25,0.7170655547174797
MO,CVS,5,0.8431611080134981
MO,CVS,15,0.8030535888800737
MO,CVS,25,0.7534057023908839
CVS,T,5,0.7716365963239139
CVS,T,15,0.779028546688394
CVS,T,25,0.7825410605766248
CVS,SO,5,0.8362457698702865
CVS,SO,15,0.7208398330154817
SO,CVS,5,0.8444899795489174
SO,CVS,15,0.8260560678699839
SO,CVS,25,0.760610677347078
CVS,DUK,5,0.8889413580988791
CVS,DUK,15,0.7699861014263671
DUK,CVS,5,0.8801179363923737
DUK,CVS,15,0.8133472489919227
DUK,CVS,25,0.7266244419256147
LRCX,MO,5,0.7925023730774043
LRCX,MO,15,0.8243055229319568
LRCX,MO,25,0.8537855231334202
MO,LRCX,5,0.7668215628970673
MO,LRCX,15,0.7454658943005628
MO,LRCX,25,0.7741515547213567
LRCX,SCHW,5,0.7653411516926287
LRCX,SCHW,15,0.7844479016637712
LRCX,SCHW,25,0.7974480923877747
SO,LRCX,5,0.7469469579061819
SO,LRCX,15,0.75328353561543
SO,LRCX,25,0.7483609988426132
LRCX,AXP,5,0.7593180168798752
LRCX,AXP,15,0.7099830780618941
DUK,LRCX,5,0.7021506903694295
DUK,LRCX,15,0.727877505354948
DUK,LRCX,25,0.757106470489022
GM,LRCX,5,0.7275755076191879
GM,LRCX,15,0.760158356042577
GM,LRCX,25,0.8169568764596146
LRCX,NSC,5,0.8067460070876801
LRCX,NSC,15,0.7463502266239141
NSC,LRCX,5,0.818216266607211
NSC,LRCX,15,0.7878306348274094
NSC,LRCX,25,0.7851521213262456
LRCX,COF,5,0.7625288657802326
LRCX,COF,15,0.7990982700318896
LRCX,COF,25,0.7542166745980876
REGN,TGT,5,0.8695570941412288
REGN,TGT,15,0.8930235821282759
REGN,TGT,25,0.8783783150718265
TGT,REGN,5,0.8353105743997784
TGT,REGN,15,0.7512962080304684
TGT,REGN,25,0.715570160379968
REGN,BDX,5,0.8129662639566473
REGN,BDX,15,0.7837597159553792
REGN,BDX,25,0.7370070542373905
BDX,REGN,5,0.811749224096076
BDX,REGN,15,0.8136413044125653
BDX,REGN,25,0.7840588452622866
REGN,FDX,5,0.8630630202019474
REGN,FDX,15,0.8571293732116192
REGN,FDX,25,0.8544521364251896
FDX,REGN,5,0.8135930864547428
FDX,REGN,15,0.7600193360801896
MO,T,5,0.8242980947882729
MO,T,15,0.862333604839899
MO,T,25,0.8762267957841561
MO,SCHW,5,0.84121150399609
MO,SCHW,15,0.8329996467374345
MO,SCHW,25,0.8366173908786986
SCHW,MO,5,0.8079995761625686
SCHW,MO,15,0.7576037770932212
SCHW,MO,25,0.750005088887843
MO,SO,5,0.8913754511998846
MO,SO,15,0.9013240191835902
MO,SO,25,0.8621369447786459
SO,MO,5,0.844435009557547
SO,MO,15,0.786239963371149
SO,MO,25,0.7745815480111208
MO,DUK,5,0.9018728356208244
MO,DUK,15,0.8790379397889719
MO,DUK,25,0.8331665243218659
DUK,MO,5,0.864714990600683
DUK,MO,15,0.7799451830195103
DUK,MO,25,0.7463162861923206
MO,CME,5,0.7420678230942821
MO,CME,15,0.7740198014719518
MO,CME,25,0.8182414905272792
T,SO,5,0.7150945943375066
T,SO,15,0.7114747411779236
SO,T,5,0.7691844482558616
SO,T,15,0.8426952463588508
SO,T,25,0.8715530175464355
T,DUK,5,0.7683172199163671
T,DUK,15,0.7454460168733316
DUK,T,5,0.7789968744709695
DUK,T,15,0.8034682184708956
DUK,T,25,0.8442207081195926
T,CME,5,0.888509360926624
T,CME,15,0.8753943841938729
T,CME,25,0.8641006615811277
CME,T,5,0.884452477848351
CME,T,15,0.8672532752911079
CME,T,25,0.8455632923099442
SCHW,SO,5,0.7565705912685569
SCHW,SO,15,0.7381200991515748
SO,SCHW,5,0.7486127398039323
SO,SCHW,15,0.7214654004725006
SO,SCHW,25,0.734636081013891
NSC,SCHW,5,0.7685716785124735
NSC,SCHW,15,0.7614895621549963
NSC,SCHW,25,0.7933768476919932
SCHW,COF,5,0.8296170673114229
SCHW,COF,15,0.7068134706159109
COF,SCHW,5,0.8468362596929523
COF,SCHW,15,0.7584938866974683
COF,SCHW,25,0.7255352935601277
SO,DUK,5,0.8682927300946089
SO,DUK,15,0.7849738439743563
SO,DUK,25,0.7155565140535132
DUK,SO,5,0.9083292873579604
DUK,SO,15,0.827333153845773
DUK,SO,25,0.7118661096998683
SO,CME,5,0.7356639735692705
SO,CME,15,0.7547759549190288
SO,CME,25,0.7844527741965447
NSC,AXP,5,0.7613652087238304
NSC,AXP,15,0.7122632411723787
ZTS,TGT,5,0.7582059722061761
ZTS,TGT,15,0.7212422427418989
CL,MMC,5,0.7572136745592075
CL,MMC,15,0.7887113055436834
CL,MMC,25,0.7170804720499159
DUK,CME,5,0.7279592060463348
DUK,CME,15,0.7117116484511464
DUK,CME,25,0.7411580197705987
CME,DUK,5,0.7364498198885394
CME,DUK,15,0.7080966668767127
EOG,TGT,5,0.7535649350152062
EOG,TGT,15,0.740663469138849
BDX,TGT,5,0.792140475459275
BDX,TGT,15,0.8428610720154044
BDX,TGT,25,0.8731742662814854
TGT,FDX,5,0.8430324852327178
TGT,FDX,15,0.8458334377208724
TGT,FDX,25,0.8246204366395278
FDX,TGT,5,0.8453419872374203
FDX,TGT,15,0.8019639661052116
FDX,TGT,25,0.7098624018562583
PNC,CSX,5,0.7516789271400566
PNC,CSX,15,0.7012214015638354
BDX,FDX,5,0.7603143991052169
BDX,FDX,15,0.8464241740197112
BDX,FDX,25,0.8899751184184009
GM,NSC,5,0.7828946186156245
GM,NSC,15,0.804039534511428
GM,NSC,25,0.7837481447190586
NSC,GM,5,0.8032798603115482
NSC,GM,15,0.7057308239391334
CSX,NSC,5,0.8243564902918642
CSX,NSC,15,0.7209712415640108
CSX,EMR,5,0.7692527096609525
CSX,EMR,15,0.7198398224657396
NSC,EMR,5,0.7618278009380508
NSC,EMR,15,0.7003699224235045
NSC,COF,5,0.7948968801849039
NSC,COF,15,0.8031298762437207
NSC,COF,25,0.7264763188842024
AAPL,CAT,15,0.7180594831643223
AAPL,CAT,25,0.77890837994617
AAPL,PNC,15,0.8019003865471463
AAPL,PNC,25,0.7702339060178612
AAPL,GM,15,0.7407416538465368
AAPL,GM,25,0.8487291102047025
GM,MSFT,15,0.7588992621013662
GM,MSFT,25,0.815389858182815
ABBV,GOOGL,15,0.732871870096577
ABBV,GOOGL,25,0.7394568004651776
GOOGL,RTX,15,0.7026581292017665
GOOGL,RTX,25,0.7083597777114994
PLD,GOOGL,15,0.7018542045600701
PLD,GOOGL,25,0.7804907958804567
MDT,GOOGL,15,0.7221495453206801
MDT,GOOGL,25,0.7062220267273426
NVDA,NFLX,15,0.7331624644045336
NVDA,NFLX,25,0.7742076048969295
NVDA,INTU,15,0.755928032423232
NVDA,INTU,25,0.7772667848034575
NVDA,MO,15,0.7136065170369866
NVDA,MO,25,0.752433563803492
ABBV,META,15,0.7665683033040256
ABBV,META,25,0.8043333613133193
GILD,META,15,0.7518715915337777
GILD,META,25,0.7058462255090568
TSLA,GM,15,0.7439505152569921
TSLA,GM,25,0.7420640726369702
DUK,JPM,15,0.7250756595739293
DUK,JPM,25,0.774694802716881
UNH,PEP,15,0.7366789238968133
UNH,PEP,25,0.7621058800904207
UNH,DHR,15,0.7591350798683096
UNH,DHR,25,0.7490817919765907
UNH,TMO,15,0.8240375099813728
UNH,TMO,25,0.8654511117191802
TMO,HD,15,0.7022936239957951
TMO,HD,25,0.7671987968663889
INTC,AVGO,15,0.7141631037018488
INTC,AVGO,25,0.770969410244457
GILD,AVGO,15,0.7114260701272666
GILD,AVGO,25,0.7605284658618511
SO,AVGO,15,0.7174130206938433
SO,AVGO,25,0.7619458717973375
PEP,NKE,15,0.7739416696378504
PEP,NKE,25,0.7478181640022372
MRK,ADBE,15,0.7296951241954084
MRK,ADBE,25,0.7273470115568728
ABBV,ORCL,15,0.7198751124488507
ABBV,ORCL,25,0.7088274185553675
ORCL,NFLX,15,0.727114770456932
ORCL,NFLX,25,0.7884514596839814
ABBV,CSCO,15,0.7291594396518875
ABBV,CSCO,25,0.7457800511504055
ABBV,MS,15,0.7405384446855443
ABBV,MS,25,0.7902880552921373
ABBV,COF,15,0.735637747131646
ABBV,COF,25,0.8200374571644216
ACN,DHR,15,0.7113982818177649
ACN,DHR,25,0.7016109817657181
DUK,CSCO,15,0.7367653947004429
DUK,CSCO,25,0.8008749076114761
LRCX,NFLX,15,0.7091459696561798
LRCX,NFLX,25,0.7303121574943349
BDX,CRM,15,0.7667850068946431
BDX,CRM,25,0.8382847475505053
TMO,NKE,15,0.7261398653258817
TMO,NKE,25,0.7081762216878761
TMO,LOW,15,0.7134700918357504
TMO,LOW,25,0.7515442680784057
TMO,USB,15,0.7215352181609644
TMO,USB,25,0.821513378127659
INTC,MS,15,0.7153936615976313
INTC,MS,25,0.7225933513366076
INTC,GS,15,0.7263340829247331
INTC,GS,25,0.7466365651688075
INTC,C,15,0.7136783428823987
INTC,C,25,0.7762262756415607
GILD,WMT,15,0.7103169470740487
GILD,WMT,25,0.7184966740928523
INTU,PM,15,0.7414393040599645
INTU,PM,25,0.7765323653591428
RTX,PM,15,0.7202462477216734
RTX,PM,25,0.7656418006443262
GE,PM,15,0.7375576100707244
GE,PM,25,0.7756355956665301
SCHW,PM,15,0.7231870286159698
SCHW,PM,25,0.7963538604268418
AMD,BKNG,15,0.7128423193397783
AMD,BKNG,25,0.7507691036057242
AMD,SCHW,15,0.7262389176542013
AMD,SCHW,25,0.7516593849872042
PNC,AMD,15,0.7080604482579251
PNC,AMD,25,0.7289543835605483
AMD,COF,15,0.7256236938611422
AMD,COF,25,0.7362691594814789
CAT,BKNG,15,0.7265827180476457
CAT,BKNG,25,0.768909355661688
CAT,SCHW,15,0.7068484492150323
CAT,SCHW,25,0.7671250268547655
SO,IBM,15,0.7598545964905935
SO,IBM,25,0.7649692167760228
MS,BKNG,15,0.731198626255848
MS,BKNG,25,0.7704823494029562
EMR,INTU,15,0.7669165198029325
EMR,INTU,25,0.7797050118986375
GILD,DE,15,0.7420572658304754
GILD,DE,25,0.7200100987547537
GM,GS,15,0.7300638350522497
GM,GS,25,0.77877012898107
RTX,BKNG,15,0.7328825722087543
RTX,BKNG,25,0.7461639916009127
CL,ELV,15,0.7656907553612432
CL,ELV,25,0.7846945423049161
NSC,BKNG,15,0.7622126901432997
NSC,BKNG,25,0.8046751161249732
GILD,LRCX,15,0.7128309097167181
GILD,LRCX,25,0.7029812118338977
GILD,COF,15,0.7054884652915195
GILD,COF,25,0.7124908985389253
DUK,C,15,0.7222245392683018
DUK,C,25,0.7698135784542138
CME,CVS,15,0.7348762079732699
CME,CVS,25,0.7174953081673473
SCHW,CME,15,0.7037784038990809
SCHW,CME,25,0.7752762021999169
