Leader,Follower,Shift,Correlation
GS,ORCL,25,0.7555781746184062
ORCL,RTX,5,0.8504092253198817
ORCL,RTX,15,0.8509444083464317
ORCL,RTX,25,0.8384338960874635
RTX,ORCL,5,0.8395561688440882
RTX,ORCL,15,0.7904442137331283
RTX,ORCL,25,0.7292006041107608
ORCL,BLK,5,0.8765750410142583
ORCL,BLK,15,0.8127683746616733
ORCL,BLK,25,0.7263447601572065
BLK,ORCL,5,0.9138141500472916
BLK,ORCL,15,0.8778486478464917
BLK,ORCL,25,0.790327988433124
MDT,ORCL,5,0.7322916520488989
MDT,ORCL,15,0.7258095063925545
ORCL,GE,5,0.8630285317934803
ORCL,GE,15,0.8623219672064462
ORCL,GE,25,0.8622528546828641
GE,ORCL,5,0.836050936919459
GE,ORCL,15,0.7548287660473618
ORCL,ADI,5,0.7857952398461381
ORCL,ADI,15,0.790405904667169
ORCL,BKNG,5,0.7099253976059079
ORCL,BKNG,15,0.8072750864676702
ORCL,BKNG,25,0.808677877443846
ORCL,C,5,0.8920807160045666
ORCL,C,15,0.8518532204103338
ORCL,C,25,0.7835684995261052
C,ORCL,5,0.8996297997201991
C,ORCL,15,0.8282515081312755
C,ORCL,25,0.7786830871444085
ORCL,LRCX,5,0.890929993598292
ORCL,LRCX,15,0.8429865905022473
ORCL,LRCX,25,0.827559337136107
LRCX,ORCL,5,0.9088015011532818
LRCX,ORCL,15,0.8621938195382242
LRCX,ORCL,25,0.7926764862356701
ORCL,MO,5,0.7564653587358801
ORCL,MO,15,0.7850457792227566
ORCL,MO,25,0.8206877165541363
MO,ORCL,5,0.7453422571379951
MO,ORCL,15,0.7151322803226042
ORCL,SCHW,5,0.8119112491517627
ORCL,SCHW,15,0.836690907428538
ORCL,SCHW,25,0.8546069409228826
ORCL,AXP,5,0.7678896453123919
ORCL,AXP,15,0.7166150853320453
ORCL,GM,5,0.7604842321680081
ORCL,GM,15,0.7068556626677585
GM,ORCL,5,0.7986410715285199
GM,ORCL,15,0.8122540172192745
GM,ORCL,25,0.8714388015729311
CSX,ORCL,5,0.7438252853427205
CSX,ORCL,15,0.7467305719976421
ORCL,NSC,5,0.88441856780266
ORCL,NSC,15,0.8049371173854898
NSC,ORCL,5,0.9125400691549114
NSC,ORCL,15,0.8584835117610561
NSC,ORCL,25,0.7644087378616887
ORCL,COF,5,0.8279508381711399
ORCL,COF,15,0.8287341361436983
ORCL,COF,25,0.7568275193932502
INTC,ABBV,5,0.7777640230764999
INTC,ABBV,15,0.7278594472252706
ABBV,GS,5,0.7213952844135635
ABBV,GS,15,0.8004488538611724
ABBV,GS,25,0.8435901471666688
ABBV,RTX,5,0.7777342272639556
ABBV,RTX,15,0.7844215556657652
ABBV,RTX,25,0.7801169308968102
ABBV,MDT,5,0.838045462002212
ABBV,MDT,15,0.7871790634211884
ABBV,GE,5,0.7785594370218825
ABBV,GE,15,0.7842765777659657
ABBV,GE,25,0.7876842070770027
ABBV,C,5,0.7535401870352874
ABBV,C,15,0.8399611311732268
ABBV,C,25,0.8949847304986703
CVS,ABBV,5,0.8106157030899344
CVS,ABBV,15,0.7860446446069094
CVS,ABBV,25,0.7148240657693745
ABBV,LRCX,5,0.792158890199226
ABBV,LRCX,15,0.7859222015545451
ABBV,LRCX,25,0.7837655504716142
ABBV,MO,5,0.7565483073503604
ABBV,MO,15,0.7104373726523107
SO,ABBV,5,0.7163524529590747
SO,ABBV,15,0.7201408595153332
DUK,ABBV,5,0.7384372471208144
DUK,ABBV,15,0.7601811382338659
DUK,ABBV,25,0.706562037218612
ADBE,ACN,5,0.8189940698146715
ADBE,ACN,15,0.7520193997915627
ACN,ADBE,5,0.8336066698072069
ACN,ADBE,15,0.764260050829942
ACN,ADBE,25,0.7013017170076642
ADBE,DHR,5,0.7086059373283635
ADBE,DHR,15,0.7279946681275861
ADBE,DHR,25,0.7212494506361892
ADBE,CRM,5,0.8217709718021802
ADBE,CRM,15,0.7571442321174241
CRM,ADBE,5,0.8621577157435518
CRM,ADBE,15,0.81357600509865
CRM,ADBE,25,0.7542714887211802
ADBE,UPS,5,0.8440062766181032
ADBE,UPS,15,0.7582163224667114
UPS,ADBE,5,0.8740290372294579
UPS,ADBE,15,0.8920191234086182
UPS,ADBE,25,0.8589299094686959
ADBE,REGN,5,0.8019670155052535
ADBE,REGN,15,0.7691608974471191
ADBE,REGN,25,0.7294148853584854
REGN,ADBE,5,0.8033524301106777
REGN,ADBE,15,0.7697370862472585
REGN,ADBE,25,0.7201914971216611
ADBE,ZTS,5,0.8458366428971731
ADBE,ZTS,15,0.7374669454032318
ZTS,ADBE,5,0.8529153163159954
ZTS,ADBE,15,0.7116200234628314
ADBE,TGT,5,0.8197095392312247
ADBE,TGT,15,0.8317672174352576
ADBE,TGT,25,0.7307752168343203
TGT,ADBE,5,0.7969429025059555
TGT,ADBE,15,0.7927355638513172
TGT,ADBE,25,0.7991528547846041
FDX,ADBE,5,0.7767455767032341
FDX,ADBE,15,0.751005800835173
ACN,CRM,5,0.904869499423438
ACN,CRM,15,0.8591878039678641
ACN,CRM,25,0.7989088728097199
CRM,ACN,5,0.8592539418091207
CRM,ACN,15,0.7494739641203932
ACN,UPS,5,0.8690404170675395
ACN,UPS,15,0.8353615131932938
ACN,UPS,25,0.7903532476167479
UPS,ACN,5,0.8596033839802726
UPS,ACN,15,0.8716743592351495
UPS,ACN,25,0.8303296803341346
ACN,ISRG,5,0.8505746683987168
ACN,ISRG,15,0.7126529433527977
ACN,REGN,5,0.7064871632603203
ACN,REGN,15,0.7113363456501903
ACN,REGN,25,0.7255371354002785
ACN,ZTS,5,0.8384487226485269
ACN,ZTS,15,0.7420735193621267
ZTS,ACN,5,0.8201595195763918
ZTS,ACN,15,0.7583306945374888
ACN,TGT,5,0.8163318114735468
ACN,TGT,15,0.7890929645819451
ACN,TGT,25,0.7304130142827893
TGT,ACN,5,0.7838564223641667
TGT,ACN,15,0.7617738267301224
CRM,DHR,5,0.7937428793446188
CRM,DHR,15,0.8248456421175423
CRM,DHR,25,0.7687522325024615
UPS,DHR,5,0.7703359662532661
UPS,DHR,15,0.7506944568626988
UPS,DHR,25,0.7427000542964127
REGN,DHR,5,0.8125065686301173
REGN,DHR,15,0.8053484051261317
REGN,DHR,25,0.8437664478616214
DHR,TGT,5,0.7731258283838621
DHR,TGT,15,0.7012527035280218
TGT,DHR,5,0.8560766550984951
TGT,DHR,15,0.8369858284698775
TGT,DHR,25,0.8203060743413696
BDX,DHR,5,0.7362388025612171
BDX,DHR,15,0.7621150814980173
BDX,DHR,25,0.7969242523219284
DHR,FDX,5,0.8293537696948499
DHR,FDX,15,0.7638287262817562
FDX,DHR,5,0.8382750355328199
FDX,DHR,15,0.8036124446574314
FDX,DHR,25,0.7368511853000025
CSCO,NFLX,5,0.8603163988346112
CSCO,NFLX,15,0.8810662240659897
CSCO,NFLX,25,0.8594055811219896
CSCO,WMT,5,0.7472867405639804
CSCO,WMT,15,0.7628991182904487
CSCO,IBM,5,0.7784031088884477
CSCO,IBM,15,0.7222456335543965
CSCO,MS,5,0.8240603901627421
CSCO,MS,15,0.7549506793445762
CSCO,GS,5,0.8772392708615115
CSCO,GS,15,0.8099872656311685
GS,CSCO,5,0.8469350767013655
GS,CSCO,15,0.7855086770201919
GS,CSCO,25,0.7392773580843695
CSCO,RTX,5,0.8866935956756509
CSCO,RTX,15,0.8314056660066689
CSCO,RTX,25,0.7509963178434905
RTX,CSCO,5,0.8901095871318736
RTX,CSCO,15,0.8865272720790313
RTX,CSCO,25,0.8464534914910798
BLK,CSCO,5,0.7291736893232988
BLK,CSCO,15,0.7086837977229211
MDT,CSCO,5,0.7527039198023611
MDT,CSCO,15,0.793649723095877
MDT,CSCO,25,0.7536324895855578
CSCO,GE,5,0.919391558878853
CSCO,GE,15,0.8839708994126022
CSCO,GE,25,0.8117341020907592
GE,CSCO,5,0.889812292282072
GE,CSCO,15,0.8440708009735055
GE,CSCO,25,0.7842791136795122
CSCO,BKNG,5,0.7542070031253825
CSCO,BKNG,15,0.791904064325129
CSCO,BKNG,25,0.7586327272787091
GILD,CSCO,5,0.8225882019411772
GILD,CSCO,15,0.8225218362932852
GILD,CSCO,25,0.7541496643636302
CSCO,C,5,0.8885786809676379
CSCO,C,15,0.8196335849061193
CSCO,C,25,0.7030745198082456
C,CSCO,5,0.8743688178932613
C,CSCO,15,0.8274431610812388
C,CSCO,25,0.76931579882654
CSCO,LRCX,5,0.8289246146985672
CSCO,LRCX,15,0.7957309902824306
CSCO,LRCX,25,0.7362340868774522
LRCX,CSCO,5,0.7956443795624036
LRCX,CSCO,15,0.745472672837861
LRCX,CSCO,25,0.7154010871141719
CSCO,MO,5,0.7568661517315194
CSCO,MO,15,0.7183831399902374
CSCO,MO,25,0.7065661695611278
MO,CSCO,5,0.7818995355869298
MO,CSCO,15,0.7998341572959159
MO,CSCO,25,0.8331670727882919
CSCO,SCHW,5,0.8903706571452304
CSCO,SCHW,15,0.8572305736269815
CSCO,SCHW,25,0.7979494274344112
SCHW,CSCO,5,0.8411509577348111
SCHW,CSCO,15,0.7565641898938191
SO,CSCO,5,0.7613327422048394
SO,CSCO,15,0.7878464055974186
SO,CSCO,25,0.8018575296501995
NSC,CSCO,5,0.7231307811538845
NSC,CSCO,15,0.7243508482058718
NSC,CSCO,25,0.7057678827179684
CSCO,COF,5,0.8579267282547622
CSCO,COF,15,0.8237433258685015
CSCO,COF,25,0.7071675673303105
NFLX,PM,5,0.8615115456727944
NFLX,PM,15,0.8414317271204508
NFLX,PM,25,0.828498195159304
PM,NFLX,5,0.8379059861471514
PM,NFLX,15,0.7433350920516372
IBM,NFLX,5,0.8259282436051938
IBM,NFLX,15,0.7488007673023572
GS,NFLX,5,0.7280884290783449
GS,NFLX,15,0.7457677161395302
GS,NFLX,25,0.7739706659596719
NFLX,RTX,5,0.7769317760015949
NFLX,RTX,15,0.7108596301390052
RTX,NFLX,5,0.8199753435299908
RTX,NFLX,15,0.8594236539138796
RTX,NFLX,25,0.903091987648478
NFLX,GE,5,0.8191327488856285
NFLX,GE,15,0.7521624166552467
GE,NFLX,5,0.8701714715616695
GE,NFLX,15,0.8834006369431234
GE,NFLX,25,0.8966747709265624
BKNG,NFLX,5,0.786111759096187
BKNG,NFLX,15,0.7174324343148808
GILD,NFLX,5,0.763777572876835
GILD,NFLX,15,0.7992129041805724
GILD,NFLX,25,0.8078387509489638
C,NFLX,5,0.7562828984861404
C,NFLX,15,0.7753314800470377
C,NFLX,25,0.7917704544070286
NFLX,MO,5,0.7700904179195489
NFLX,MO,15,0.7292272268349749
NFLX,MO,25,0.7075620437787757
MO,NFLX,5,0.7832861039860746
MO,NFLX,15,0.7788559657831711
MO,NFLX,25,0.83552976670655
NFLX,T,5,0.8085534774536894
NFLX,T,15,0.796561293529861
NFLX,T,25,0.7832148864698942
T,NFLX,5,0.8108461841424787
T,NFLX,15,0.7479294727774289
T,NFLX,25,0.7008505696754734
NFLX,SCHW,5,0.8429790441646181
NFLX,SCHW,15,0.7368687148788354
SCHW,NFLX,5,0.8609595163230236
SCHW,NFLX,15,0.8325683871908858
SCHW,NFLX,25,0.8427295773389155
SO,NFLX,5,0.7299725411619417
SO,NFLX,15,0.7683474902463929
SO,NFLX,25,0.8394296004947788
NFLX,CME,5,0.846464673005208
NFLX,CME,15,0.8339170857417509
NFLX,CME,25,0.8724604956047637
CME,NFLX,5,0.8344509386464165
CME,NFLX,15,0.7758990807071039
CME,NFLX,25,0.7197980698584284
COF,NFLX,5,0.7658989824417398
COF,NFLX,15,0.7162884605281111
COF,NFLX,25,0.7181588908403477
CRM,UPS,5,0.8875664063616424
CRM,UPS,15,0.8347790393061623
CRM,UPS,25,0.7734547722498302
UPS,CRM,5,0.8547600290695159
UPS,CRM,15,0.8658785086305113
UPS,CRM,25,0.8624710529524435
CRM,REGN,5,0.7791041905869331
CRM,REGN,15,0.776634340540131
CRM,REGN,25,0.786206807824833
REGN,CRM,5,0.773110196415659
REGN,CRM,15,0.7755670358975253
REGN,CRM,25,0.7398887036242577
CRM,ZTS,5,0.7810128605780609
CRM,ZTS,15,0.7198479923318527
CRM,TGT,5,0.8637602330086844
CRM,TGT,15,0.8371369218610245
CRM,TGT,25,0.7713863211245471
TGT,CRM,5,0.8549629747634058
TGT,CRM,15,0.8764267244185129
TGT,CRM,25,0.812377144900494
CRM,FDX,5,0.8198353630236634
CRM,FDX,15,0.7873614201873951
CRM,FDX,25,0.7402845815412596
MO,LIN,5,0.7449318407170322
MO,LIN,15,0.7856510396985151
MO,LIN,25,0.7446336764745289
SO,LIN,5,0.7200189027574754
SO,LIN,15,0.7645859035511777
PM,ABT,5,0.8536684636543472
PM,ABT,15,0.8219078615600608
PM,ABT,25,0.7443289312092206
IBM,ABT,5,0.7689879967301542
IBM,ABT,15,0.7192019944099849
GILD,ABT,5,0.8244438545389574
GILD,ABT,15,0.8357414656600868
GILD,ABT,25,0.7397411159141583
CVS,ABT,5,0.7701215506371221
CVS,ABT,15,0.7574969248823376
T,ABT,5,0.8499098854400854
T,ABT,15,0.8215434871384272
T,ABT,25,0.7444278762097191
SO,ABT,5,0.7015290983961769
SO,ABT,15,0.7836279348333997
SO,ABT,25,0.788928344395752
DUK,ABT,5,0.7121921459757908
DUK,ABT,15,0.7220715058337797
DUK,ABT,25,0.7456896768898036
CME,ABT,5,0.8181715409135273
CME,ABT,15,0.8360921488946307
CME,ABT,25,0.8216018497591618
NKE,PNC,5,0.7918756469604741
NKE,PNC,15,0.7358147851510367
NKE,CSX,5,0.7009106597938966
NKE,CSX,15,0.7746352074437182
REGN,TMO,5,0.7458821156101539
REGN,TMO,15,0.781987252604765
REGN,TMO,25,0.7792777929079684
BDX,TMO,5,0.8374747598878666
BDX,TMO,15,0.8516675594733842
BDX,TMO,25,0.8040129579495885
TMO,FDX,5,0.7399860009848822
TMO,FDX,15,0.7536618567892837
INTC,LRCX,5,0.8443282904840713
INTC,LRCX,15,0.8121782710039542
INTC,LRCX,25,0.7659551941679145
GE,WMT,5,0.7350588672970318
GE,WMT,15,0.7134715303959931
UPS,REGN,5,0.831376717264014
UPS,REGN,15,0.8210912100412373
UPS,REGN,25,0.7910443558628457
REGN,UPS,5,0.8308931687528269
REGN,UPS,15,0.7802350353622887
REGN,UPS,25,0.7776045154221839
UPS,ZTS,5,0.8096746004756546
UPS,ZTS,15,0.8040672805129766
UPS,ZTS,25,0.7927798780206314
UPS,TGT,5,0.8721068699510304
UPS,TGT,15,0.8608067538554036
UPS,TGT,25,0.8092506644678993
TGT,UPS,5,0.8633723839124728
TGT,UPS,15,0.8457591415044795
TGT,UPS,25,0.8164620699713165
BDX,UPS,5,0.773297564600907
BDX,UPS,15,0.7772100869535379
BDX,UPS,25,0.7840414808284182
UPS,FDX,5,0.8088341772027398
UPS,FDX,15,0.7867482479052114
UPS,FDX,25,0.7651389046199678
NEE,CAT,5,0.8005519567671473
NEE,CAT,15,0.7122505170923069
NEE,LRCX,5,0.7751267261341989
NEE,LRCX,15,0.7902930667844963
NEE,LRCX,25,0.7119216993777258
NEE,NSC,5,0.7398391456763547
NEE,NSC,15,0.7089554338240512
PM,DE,5,0.8102261911132527
PM,DE,15,0.771900935491109
PM,DE,25,0.7032400679291924
PM,GILD,5,0.7568141882935904
PM,GILD,15,0.7118025594830302
GILD,PM,5,0.766338386985196
GILD,PM,15,0.7410001196860303
MO,PM,5,0.7078380312462451
MO,PM,15,0.7489655083742716
MO,PM,25,0.7988100135246574
PM,T,5,0.8882970607116466
PM,T,15,0.8282321897515239
PM,T,25,0.7652596318863915
T,PM,5,0.8941404155800975
T,PM,15,0.8384731465037558
T,PM,25,0.7829481638806873
SO,PM,5,0.7326468470961116
SO,PM,15,0.7737934832912347
SO,PM,25,0.8046922650488383
PM,CME,5,0.9146544456040792
PM,CME,15,0.8899560974820983
PM,CME,25,0.8612074634500858
CME,PM,5,0.9154188579547684
CME,PM,15,0.9020430190819722
CME,PM,25,0.8584412977911785
AMD,CAT,5,0.9301737834467894
AMD,CAT,15,0.8531115972178966
CAT,AMD,5,0.9196191500273068
CAT,AMD,15,0.8234414978416944
CAT,AMD,25,0.7693675719512678
AMD,MS,5,0.8008625410277238
AMD,MS,15,0.8031237587528681
AMD,MS,25,0.7472739506525621
MS,AMD,5,0.8188025584490598
MS,AMD,15,0.7749530770405652
MS,AMD,25,0.7239416325878759
AMD,GS,5,0.7935504081244692
AMD,GS,15,0.8303249564020347
AMD,GS,25,0.7887699775038172
GS,AMD,5,0.7842893677814469
GS,AMD,15,0.7615416884264968
GS,AMD,25,0.711327852760969
AMD,RTX,5,0.7484929930625949
AMD,RTX,15,0.7851760640618811
AMD,RTX,25,0.777390850605316
AMD,BLK,5,0.861835371895439
AMD,BLK,15,0.8167928283198597
BLK,AMD,5,0.8688813437080971
BLK,AMD,15,0.8405507763385986
BLK,AMD,25,0.7683803817281231
AMD,GE,5,0.7471187252905416
AMD,GE,15,0.7956627179778767
AMD,GE,25,0.8113585311969305
AMD,C,5,0.7588006279532455
AMD,C,15,0.7892991006164989
AMD,C,25,0.7578212908936369
C,AMD,5,0.7592520126691193
C,AMD,15,0.7429889299772903
C,AMD,25,0.706288456913376
AMD,LRCX,5,0.8742623684854268
AMD,LRCX,15,0.9038272692379844
AMD,LRCX,25,0.862871142712007
AXP,AMD,5,0.7344536781358618
AXP,AMD,15,0.7013809272050632
AMD,GM,5,0.7685651094523911
AMD,GM,15,0.7294265058758627
GM,AMD,5,0.8590410859885574
GM,AMD,15,0.8546600687181077
GM,AMD,25,0.8075622803326274
CSX,AMD,5,0.7999304236882664
CSX,AMD,15,0.7565125319884843
AMD,NSC,5,0.8658850776875707
AMD,NSC,15,0.8224921570409497
NSC,AMD,5,0.8459426415405908
NSC,AMD,15,0.8150362628604305
NSC,AMD,25,0.7238582356819185
CAT,MS,5,0.8789061174458916
CAT,MS,15,0.8398987256857496
CAT,MS,25,0.7560901772583036
MS,CAT,5,0.8737044604566966
MS,CAT,15,0.77698419497578
CAT,GS,5,0.8567592118228675
CAT,GS,15,0.8461841891563868
CAT,GS,25,0.7896658327192259
GS,CAT,5,0.8361934575950967
GS,CAT,15,0.7516538774881453
CAT,RTX,5,0.7305370604447918
CAT,RTX,15,0.7437243915966979
CAT,RTX,25,0.7579727223263603
CAT,BLK,5,0.8955521064860287
CAT,BLK,15,0.8405262136420909
CAT,BLK,25,0.7621678624995667
BLK,CAT,5,0.900657030052015
BLK,CAT,15,0.8144581101074168
CAT,GE,5,0.7469085022173577
CAT,GE,15,0.7611222770424221
CAT,GE,25,0.7773110289746226
CAT,ADI,5,0.753117204363962
CAT,ADI,15,0.7599504227334839
CAT,C,5,0.8165846358412705
CAT,C,15,0.79889004230574
CAT,C,25,0.7640625348351658
C,CAT,5,0.8022094488599816
C,CAT,15,0.7350289125084107
CAT,LRCX,5,0.8925102779997836
CAT,LRCX,15,0.8683890652434908
CAT,LRCX,25,0.8348685327126137
LRCX,CAT,5,0.854903719371418
LRCX,CAT,15,0.7545620067596664
CAT,AXP,5,0.7876547288584683
CAT,AXP,15,0.7408772172518309
AXP,CAT,5,0.8067611628322734
AXP,CAT,15,0.709779901624787
CAT,GM,5,0.8387300676715614
CAT,GM,15,0.7978739350317822
GM,CAT,5,0.8637259728082007
GM,CAT,15,0.811609344881265
GM,CAT,25,0.7756642311148908
CSX,CAT,5,0.8171294401212685
CSX,CAT,15,0.779477852213943
CAT,NSC,5,0.895373175954684
CAT,NSC,15,0.8223744441221366
CAT,NSC,25,0.7192134547769724
NSC,CAT,5,0.8862580500293492
NSC,CAT,15,0.7994697141439221
CAT,COF,5,0.7193276441780208
CAT,COF,15,0.7579159277351661
CAT,COF,25,0.7327668174628279
RTX,IBM,5,0.7146215703186591
RTX,IBM,15,0.7168370036431494
IBM,GE,5,0.7619728630700168
IBM,GE,15,0.7025448559723305
GILD,IBM,5,0.7638194965531621
GILD,IBM,15,0.8097550606901022
GILD,IBM,25,0.7093518584934128
CME,IBM,5,0.7577349551770732
CME,IBM,15,0.7531349839263249
CME,IBM,25,0.7384350908675997
MS,GS,5,0.9168319702490324
MS,GS,15,0.819934076700213
MS,GS,25,0.7239558381708885
GS,MS,5,0.9310721717561262
GS,MS,15,0.8184616974965876
MS,RTX,5,0.7793407223266824
MS,RTX,15,0.761483773763095
MS,RTX,25,0.7286854195720546
RTX,MS,5,0.7927420400866797
RTX,MS,15,0.7483316785026443
MS,BLK,5,0.8669120499000332
MS,BLK,15,0.8000835419713798
MS,BLK,25,0.7146737566937433
BLK,MS,5,0.8706236220966345
BLK,MS,15,0.800166405887167
MDT,MS,5,0.7485216245602799
MDT,MS,15,0.7694877605069558
MDT,MS,25,0.7357313710011185
MS,GE,5,0.8192054835090764
MS,GE,15,0.7772531482008103
MS,GE,25,0.7517960666008868
GE,MS,5,0.8118198557936178
GE,MS,15,0.7267029678333923
MS,ADI,5,0.7745640676750851
MS,ADI,15,0.7004598144248383
ADI,MS,5,0.8096746199663387
ADI,MS,15,0.7162338397894283
MS,C,5,0.892988397978526
MS,C,15,0.8080589144821695
MS,C,25,0.7231101752948385
C,MS,5,0.9103582582333072
C,MS,15,0.8204805060382284
MS,LRCX,5,0.8659151283214633
MS,LRCX,15,0.7930002029105664
MS,LRCX,25,0.7612557375126691
LRCX,MS,5,0.8758925543328965
LRCX,MS,15,0.8383794306515618
LRCX,MS,25,0.7446718209227511
MS,SCHW,5,0.7902132630986936
MS,SCHW,15,0.7611933251053715
MS,SCHW,25,0.7662664901935099
MS,AXP,5,0.8532219946592133
MS,AXP,15,0.724567752740311
GM,MS,5,0.7471944026801889
GM,MS,15,0.7132363178651449
GM,MS,25,0.7417584433897867
CSX,MS,5,0.7237018666204904
CSX,MS,15,0.7081962047015621
MS,NSC,5,0.8638984908111499
MS,NSC,15,0.7504373861059597
NSC,MS,5,0.8882366625556323
NSC,MS,15,0.8161744882446509
MS,COF,5,0.8515218969839806
MS,COF,15,0.7805087068745005
BKNG,INTU,5,0.783462454298212
BKNG,INTU,15,0.7630987727413492
SCHW,INTU,5,0.7006733520504022
SCHW,INTU,15,0.7405815085143861
SCHW,INTU,25,0.706160198199476
T,DE,5,0.7709408346838573
T,DE,15,0.783358651297584
T,DE,25,0.7842982811128684
CME,DE,5,0.8034477750795507
CME,DE,15,0.7507221945870627
CME,DE,25,0.7185052286398387
GS,RTX,5,0.8604977359515013
GS,RTX,15,0.8266071411246231
GS,RTX,25,0.7913755791592868
RTX,GS,5,0.859636006411039
RTX,GS,15,0.8406809323007642
RTX,GS,25,0.7912996637341009
GS,BLK,5,0.8644755752462443
GS,BLK,15,0.7976764200171574
GS,BLK,25,0.7076221367074127
BLK,GS,5,0.8782634836321676
BLK,GS,15,0.8211841488102455
BLK,GS,25,0.7252696645020749
MDT,GS,5,0.7909928830843136
MDT,GS,15,0.8195781173587379
MDT,GS,25,0.7865201121259885
GS,GE,5,0.8841103220821501
GS,GE,15,0.8433685062989231
GS,GE,25,0.8136269664265308
GE,GS,5,0.876189833512621
GE,GS,15,0.8133013872899846
GE,GS,25,0.7263919938891261
GS,ADI,5,0.7966651742142309
GS,ADI,15,0.7293578203584886
ADI,GS,5,0.8078809510537154
ADI,GS,15,0.7231200299866148
GS,BKNG,5,0.727569761455019
GS,BKNG,15,0.7882005343503802
GS,BKNG,25,0.8112753026975195
GS,C,5,0.9432025822812504
GS,C,15,0.8533539551848045
GS,C,25,0.7560020550778076
C,GS,5,0.9497241844965972
C,GS,15,0.8719788672445304
C,GS,25,0.7715711088476268
GS,LRCX,5,0.8765796389817995
GS,LRCX,15,0.8040045471564
GS,LRCX,25,0.7833102599536282
LRCX,GS,5,0.890188847525432
LRCX,GS,15,0.8726774970328202
LRCX,GS,25,0.8024828286677396
GS,MO,5,0.747342994605919
GS,MO,15,0.7444202870104331
GS,MO,25,0.7584054462306086
MO,GS,5,0.7572072983204987
MO,GS,15,0.7355265202326587
MO,GS,25,0.7322010726902553
GS,SCHW,5,0.8615365159333618
GS,SCHW,15,0.8315775473072572
GS,SCHW,25,0.8276957657766921
GS,AXP,5,0.8298115623829498
GS,AXP,15,0.7220792916461121
GS,NSC,5,0.8610110994174165
GS,NSC,15,0.748651051190438
NSC,GS,5,0.8784325281238161
NSC,GS,15,0.8346751510268283
NSC,GS,25,0.7453823867430188
GS,COF,5,0.8999270314316244
GS,COF,15,0.8377468295481543
GS,COF,25,0.7156354068776436
COF,GS,5,0.8720837281426592
COF,GS,15,0.7095114421522655
BLK,RTX,5,0.7426752950788664
BLK,RTX,15,0.7361080992899971
BLK,RTX,25,0.7310325430152815
MDT,RTX,5,0.7845205329743435
MDT,RTX,15,0.7471331500343863
MDT,RTX,25,0.715806960271867
RTX,GE,5,0.9655843916339704
RTX,GE,15,0.952227864853598
RTX,GE,25,0.9297730826593196
GE,RTX,5,0.9544115193907048
GE,RTX,15,0.9147979861881084
GE,RTX,25,0.8771529449743788
RTX,GILD,5,0.8222463411740162
RTX,GILD,15,0.7809769440080697
RTX,GILD,25,0.7402344954799915
GILD,RTX,5,0.8385492792927972
GILD,RTX,15,0.8274303425635139
GILD,RTX,25,0.7658795509763106
RTX,C,5,0.8927012223648426
RTX,C,15,0.8624711767573606
RTX,C,25,0.8290023294287585
C,RTX,5,0.8789646875079088
C,RTX,15,0.8445189062980458
C,RTX,25,0.8048742431688685
RTX,CVS,5,0.7865824573708128
RTX,CVS,15,0.7125080690065397
CVS,RTX,5,0.8063135680624071
CVS,RTX,15,0.8276550814142015
CVS,RTX,25,0.7893853364550597
RTX,LRCX,5,0.8809804840557943
RTX,LRCX,15,0.8681915694536416
RTX,LRCX,25,0.8541358925479277
LRCX,RTX,5,0.8611191196622755
LRCX,RTX,15,0.8587086663804255
LRCX,RTX,25,0.8304314848826321
RTX,MO,5,0.8874720221039591
RTX,MO,15,0.8677130642321902
RTX,MO,25,0.8482799774653921
MO,RTX,5,0.9237723390119594
MO,RTX,15,0.925579665704367
MO,RTX,25,0.9343105397461527
RTX,T,5,0.7391376114135987
RTX,T,15,0.7824389201048522
RTX,T,25,0.8217855846917393
RTX,SCHW,5,0.8781768118510259
RTX,SCHW,15,0.8618284378479872
RTX,SCHW,25,0.8677104349180874
SCHW,RTX,5,0.8727533845173747
SCHW,RTX,15,0.8183692551917855
SCHW,RTX,25,0.7774259746345553
RTX,SO,5,0.8506357897079309
RTX,SO,15,0.7867271799504834
RTX,SO,25,0.7205375610000424
SO,RTX,5,0.8762424531959819
SO,RTX,15,0.8800631730755349
SO,RTX,25,0.8653351252039654
RTX,DUK,5,0.8137352415722019
RTX,DUK,15,0.7447520119287602
DUK,RTX,5,0.8493251183409654
DUK,RTX,15,0.8666814078880626
DUK,RTX,25,0.8548981660153779
RTX,CME,5,0.7033362428498533
RTX,CME,15,0.7347546901348437
RTX,CME,25,0.7626194387730708
NSC,RTX,5,0.7614627303777415
NSC,RTX,15,0.7587126839104787
NSC,RTX,25,0.7722312113577777
RTX,COF,5,0.7937920192559468
RTX,COF,15,0.7989915230105944
RTX,COF,25,0.783754604488725
COF,RTX,5,0.7699117324103775
COF,RTX,15,0.7298356300346637
BLK,GE,5,0.7504560028490882
BLK,GE,15,0.750781527486324
BLK,GE,25,0.7523604856660893
BLK,ADI,5,0.7794718943112996
BLK,ADI,15,0.7497072883878773
BLK,BKNG,5,0.7061667977830639
BLK,BKNG,15,0.8148229082325594
BLK,BKNG,25,0.8339180868169329
BLK,C,5,0.8426265418792379
BLK,C,15,0.7843348670641536
C,BLK,5,0.843185908062645
C,BLK,15,0.7993945469968944
C,BLK,25,0.7116969313120635
BLK,LRCX,5,0.8133353832690448
BLK,LRCX,15,0.7685346014011535
BLK,LRCX,25,0.7527932926157425
